timestamp,signal_x,signal_y,signal_z
0.0,1.040,-0.015,0.165
1.0,1.033,-0.004,0.173
2.0,1.039,-0.018,0.171
3.0,1.046,-0.004,0.166
4.0,1.039,-0.013,0.176
5.0,1.031,-0.006,0.186
6.0,1.042,-0.012,0.179
7.0,1.040,-0.008,0.179
8.0,1.039,-0.012,0.182
9.0,1.047,-0.014,0.171
10.0,1.043,-0.011,0.179
11.0,1.041,-0.005,0.176
12.0,1.047,-0.007,0.171
13.0,1.043,-0.011,0.175
14.0,1.036,-0.010,0.181
15.0,1.045,-0.010,0.161
16.0,1.049,-0.016,0.158
17.0,1.041,-0.007,0.173
18.0,1.038,-0.013,0.173
19.0,1.042,-0.012,0.168
20.0,1.042,-0.014,0.171
21.0,1.033,-0.012,0.184
22.0,1.040,-0.014,0.176
23.0,1.053,-0.010,0.178
24.0,1.042,-0.013,0.178
25.0,1.041,-0.006,0.176
26.0,1.047,-0.012,0.175
27.0,1.038,-0.008,0.184
28.0,1.031,-0.010,0.177
29.0,1.039,-0.010,0.166
30.0,1.028,-0.016,0.167
31.0,1.033,-0.005,0.179
32.0,1.044,-0.012,0.177
33.0,1.041,-0.009,0.176
34.0,1.033,-0.012,0.182
35.0,1.039,-0.007,0.176
36.0,1.046,-0.011,0.179
37.0,1.046,-0.009,0.183
38.0,1.042,-0.016,0.185
39.0,1.046,-0.011,0.164
40.0,1.047,-0.013,0.165
41.0,1.037,-0.013,0.170
42.0,1.041,-0.010,0.159
43.0,1.045,-0.007,0.169
44.0,1.031,-0.009,0.172
45.0,1.033,-0.000,0.177
46.0,1.048,-0.014,0.171
47.0,1.037,-0.017,0.180
48.0,1.035,-0.013,0.180
49.0,1.052,-0.013,0.171
50.0,1.041,-0.006,0.178
51.0,1.035,0.002,0.181
52.0,1.043,-0.006,0.181
53.0,1.052,-0.004,0.176
54.0,1.041,-0.010,0.187
55.0,1.041,-0.013,0.179
56.0,1.047,-0.013,0.165
57.0,1.043,-0.010,0.160
58.0,1.036,-0.013,0.175
59.0,1.043,-0.009,0.164
60.0,1.039,-0.018,0.157
61.0,1.031,-0.018,0.168
62.0,1.042,-0.012,0.176
63.0,1.046,-0.005,0.167
64.0,1.040,-0.014,0.176
65.0,1.040,-0.003,0.179
66.0,1.045,-0.011,0.174
67.0,1.046,-0.007,0.180
68.0,1.045,-0.001,0.181
69.0,1.047,-0.013,0.170
70.0,1.035,-0.016,0.167
71.0,1.035,-0.011,0.175
72.0,1.041,-0.011,0.177
73.0,1.042,-0.009,0.173
74.0,1.038,-0.010,0.177
75.0,1.039,-0.012,0.171
76.0,1.045,-0.012,0.158
77.0,1.032,-0.011,0.171
78.0,1.032,-0.016,0.180
79.0,1.049,-0.011,0.181
80.0,1.043,-0.009,0.178
81.0,1.033,-0.012,0.177
82.0,1.040,-0.013,0.169
83.0,1.047,-0.008,0.173
84.0,1.044,-0.006,0.179
85.0,1.043,0.000,0.174
86.0,1.044,-0.010,0.171
87.0,1.039,-0.011,0.171
88.0,1.039,-0.008,0.171
89.0,1.048,-0.015,0.170
90.0,1.044,-0.011,0.171
91.0,1.035,-0.010,0.182
92.0,1.037,-0.011,0.182
93.0,1.044,-0.006,0.169
94.0,1.031,-0.012,0.174
95.0,1.040,-0.011,0.180
96.0,1.048,-0.009,0.190
97.0,1.035,-0.015,0.188
98.0,1.034,-0.007,0.182
99.0,1.048,-0.006,0.170
100.0,1.038,-0.018,0.172
101.0,1.031,-0.011,0.173
102.0,1.047,-0.010,0.167
103.0,1.044,-0.010,0.171
104.0,1.033,-0.011,0.177
105.0,1.045,-0.012,0.175
106.0,1.048,-0.015,0.170
107.0,1.038,-0.009,0.172
108.0,1.040,-0.014,0.173
109.0,1.043,-0.012,0.169
110.0,1.038,-0.015,0.176
111.0,1.032,-0.013,0.180
112.0,1.039,-0.006,0.177
113.0,1.047,-0.005,0.187
114.0,1.044,-0.007,0.198
115.0,1.047,-0.000,0.177
116.0,1.046,-0.010,0.165
117.0,1.032,-0.014,0.169
118.0,1.034,-0.009,0.169
119.0,1.044,-0.014,0.158
120.0,1.036,-0.015,0.164
121.0,1.039,-0.007,0.163
122.0,1.045,-0.015,0.169
123.0,1.049,-0.003,0.170
124.0,1.046,-0.009,0.180
125.0,1.044,-0.012,0.173
126.0,1.042,-0.014,0.175
127.0,1.041,-0.007,0.184
128.0,1.039,-0.011,0.181
129.0,1.048,-0.010,0.174
130.0,1.047,-0.013,0.172
131.0,1.034,-0.009,0.173
132.0,1.041,-0.009,0.161
133.0,1.040,-0.009,0.167
134.0,1.031,-0.014,0.172
135.0,1.045,-0.003,0.173
136.0,1.048,-0.015,0.162
137.0,1.032,-0.015,0.170
138.0,1.036,-0.010,0.169
139.0,1.048,-0.013,0.155
140.0,1.032,-0.010,0.179
141.0,1.030,-0.011,0.180
142.0,1.042,-0.017,0.178
143.0,1.053,-0.005,0.170
144.0,1.037,-0.012,0.178
145.0,1.034,-0.011,0.178
146.0,1.048,-0.008,0.176
147.0,1.044,-0.006,0.181
148.0,1.036,-0.009,0.176
149.0,1.043,-0.007,0.162
150.0,1.042,-0.017,0.159
151.0,1.033,-0.010,0.167
152.0,1.040,-0.010,0.162
153.0,1.048,-0.007,0.173
154.0,1.032,-0.012,0.182
155.0,1.043,-0.008,0.182
156.0,1.044,-0.016,0.177
157.0,1.043,-0.008,0.184
158.0,1.040,-0.012,0.169
159.0,1.044,-0.015,0.165
160.0,1.037,-0.009,0.177
161.0,1.038,-0.011,0.165
162.0,1.047,-0.012,0.165
163.0,1.042,-0.014,0.168
164.0,1.032,-0.014,0.178
165.0,1.041,-0.014,0.176
166.0,1.052,-0.019,0.170
167.0,1.031,-0.014,0.178
168.0,1.030,-0.012,0.184
169.0,1.050,-0.009,0.165
170.0,1.042,-0.011,0.172
171.0,1.037,-0.008,0.179
172.0,1.052,-0.012,0.172
173.0,1.050,-0.005,0.177
174.0,1.042,-0.009,0.184
175.0,1.040,-0.006,0.176
176.0,1.049,-0.015,0.165
177.0,1.041,-0.014,0.173
178.0,1.034,-0.013,0.170
179.0,1.042,-0.013,0.167
180.0,1.044,-0.012,0.167
181.0,1.038,-0.012,0.172
182.0,1.042,-0.009,0.177
183.0,1.046,-0.004,0.175
184.0,1.038,-0.012,0.178
185.0,1.046,-0.006,0.187
186.0,1.050,-0.006,0.184
187.0,1.041,0.000,0.184
188.0,1.038,-0.004,0.179
189.0,1.049,-0.009,0.175
190.0,1.040,-0.014,0.172
191.0,1.031,-0.014,0.170
192.0,1.039,-0.017,0.166
193.0,1.038,-0.011,0.159
194.0,1.027,-0.010,0.174
195.0,1.039,-0.009,0.170
196.0,1.046,-0.016,0.161
197.0,1.038,-0.010,0.175
198.0,1.033,-0.019,0.173
199.0,1.042,-0.018,0.175
200.0,1.038,-0.010,0.170
201.0,1.033,-0.006,0.180
202.0,1.042,-0.004,0.185
203.0,1.043,-0.006,0.191
204.0,1.044,-0.003,0.196
205.0,1.051,0.004,0.190
206.0,1.047,-0.011,0.182
207.0,1.033,-0.014,0.176
208.0,1.045,-0.012,0.170
209.0,1.050,-0.012,0.160
210.0,1.033,-0.015,0.168
211.0,1.038,-0.010,0.173
212.0,1.050,-0.018,0.160
213.0,1.041,-0.009,0.162
214.0,1.035,-0.010,0.177
215.0,1.035,-0.010,0.187
216.0,1.047,-0.015,0.177
217.0,1.041,-0.010,0.180
218.0,1.034,-0.016,0.183
219.0,1.042,-0.014,0.174
220.0,1.039,-0.013,0.167
221.0,1.031,-0.008,0.176
222.0,1.042,-0.004,0.171
223.0,1.047,-0.008,0.166
224.0,1.034,-0.012,0.181
225.0,1.045,-0.010,0.173
226.0,1.052,-0.016,0.173
227.0,1.038,-0.020,0.177
228.0,1.035,-0.019,0.168
229.0,1.046,-0.011,0.166
230.0,1.045,-0.010,0.176
231.0,1.033,-0.006,0.181
232.0,1.035,-0.016,0.169
233.0,1.042,-0.014,0.173
234.0,1.040,-0.008,0.173
235.0,1.040,-0.015,0.175
236.0,1.043,-0.017,0.174
237.0,1.038,-0.011,0.177
238.0,1.034,-0.006,0.173
239.0,1.047,-0.014,0.161
240.0,1.033,-0.017,0.167
241.0,1.034,-0.010,0.173
242.0,1.039,-0.009,0.176
243.0,1.043,-0.007,0.173
244.0,1.034,-0.014,0.179
245.0,1.040,-0.009,0.176
246.0,1.041,-0.018,0.180
247.0,1.041,-0.010,0.189
248.0,1.040,-0.009,0.179
249.0,1.036,-0.016,0.172
250.0,1.031,-0.013,0.178
251.0,1.032,-0.005,0.173
252.0,1.036,-0.013,0.166
253.0,1.036,-0.006,0.175
254.0,1.038,-0.014,0.180
255.0,1.039,-0.012,0.177
256.0,1.043,-0.011,0.167
257.0,1.037,-0.015,0.170
258.0,1.038,-0.015,0.175
259.0,1.049,-0.015,0.169
260.0,1.036,-0.016,0.182
261.0,1.035,-0.005,0.182
262.0,1.049,-0.004,0.175
263.0,1.047,-0.007,0.175
264.0,1.042,-0.003,0.186
265.0,1.045,-0.007,0.168
266.0,1.047,-0.017,0.171
267.0,1.043,-0.010,0.179
268.0,1.045,-0.016,0.174
269.0,1.043,-0.019,0.162
270.0,1.038,-0.011,0.163
271.0,1.026,-0.015,0.172
272.0,1.039,-0.021,0.161
273.0,1.046,-0.005,0.165
274.0,1.033,-0.011,0.183
275.0,1.041,-0.010,0.188
276.0,1.046,-0.016,0.175
277.0,1.045,-0.016,0.173
278.0,1.045,-0.015,0.174
279.0,1.042,-0.017,0.176
280.0,1.037,-0.012,0.174
281.0,1.042,-0.003,0.180
282.0,1.048,-0.008,0.170
283.0,1.035,-0.010,0.173
284.0,1.031,-0.014,0.179
285.0,1.044,-0.013,0.168
286.0,1.044,-0.014,0.166
287.0,1.035,-0.014,0.180
288.0,1.037,-0.014,0.176
289.0,1.056,-0.012,0.157
290.0,1.048,-0.011,0.169
291.0,1.033,-0.013,0.178
292.0,1.039,-0.012,0.173
293.0,1.056,-0.006,0.170
294.0,1.037,-0.007,0.179
295.0,1.040,-0.005,0.170
296.0,1.051,-0.012,0.172
297.0,1.043,-0.004,0.172
298.0,1.048,-0.011,0.167
299.0,1.046,-0.016,0.162
300.0,1.037,-0.012,0.173
301.0,1.035,-0.009,0.181
302.0,1.036,-0.015,0.180
303.0,1.044,-0.009,0.176
304.0,1.043,-0.012,0.187
305.0,1.042,-0.008,0.182
306.0,1.049,-0.006,0.182
307.0,1.044,-0.002,0.186
308.0,1.042,-0.007,0.186
309.0,1.055,-0.011,0.173
310.0,1.040,-0.012,0.173
311.0,1.031,-0.014,0.174
312.0,1.043,-0.009,0.162
313.0,1.042,-0.010,0.157
314.0,1.040,-0.011,0.175
315.0,1.038,-0.007,0.177
316.0,1.044,-0.014,0.169
317.0,1.034,-0.010,0.173
318.0,1.038,-0.014,0.174
319.0,1.041,-0.010,0.162
320.0,1.041,-0.008,0.170
321.0,1.039,-0.010,0.186
322.0,1.042,-0.013,0.181
323.0,1.045,-0.003,0.174
324.0,1.044,-0.006,0.179
325.0,1.042,-0.006,0.181
326.0,1.045,-0.009,0.173
327.0,1.035,-0.009,0.162
328.0,1.037,-0.014,0.172
329.0,1.045,-0.014,0.155
330.0,1.034,-0.018,0.169
331.0,1.031,-0.009,0.169
332.0,1.041,-0.013,0.163
333.0,1.045,-0.010,0.171
334.0,1.037,-0.012,0.184
335.0,1.038,-0.007,0.182
336.0,1.040,-0.015,0.178
337.0,1.040,-0.006,0.178
338.0,1.041,-0.012,0.175
339.0,1.044,-0.013,0.161
340.0,1.033,-0.010,0.169
341.0,1.033,-0.010,0.174
342.0,1.042,-0.013,0.168
343.0,1.039,-0.008,0.175
344.0,1.036,-0.009,0.179
345.0,1.044,-0.010,0.175
346.0,1.046,-0.009,0.168
347.0,1.036,-0.008,0.179
348.0,1.042,-0.004,0.178
349.0,1.050,-0.010,0.157
350.0,1.035,-0.015,0.167
351.0,1.032,-0.009,0.178
352.0,1.041,-0.011,0.179
353.0,1.043,-0.008,0.175
354.0,1.034,-0.004,0.190
355.0,1.043,-0.005,0.179
356.0,1.053,-0.015,0.174
357.0,1.044,-0.012,0.184
358.0,1.033,-0.015,0.177
359.0,1.046,-0.008,0.168
360.0,1.047,-0.009,0.167
361.0,1.032,-0.011,0.173
362.0,1.038,-0.017,0.181
363.0,1.046,-0.006,0.165
364.0,1.040,-0.013,0.168
365.0,1.046,-0.009,0.174
366.0,1.042,-0.020,0.166
367.0,1.043,-0.009,0.164
368.0,1.048,-0.007,0.161
369.0,1.040,-0.012,0.168
370.0,1.036,-0.012,0.175
371.0,1.041,-0.007,0.176
372.0,1.045,-0.010,0.169
373.0,1.033,-0.006,0.176
374.0,1.039,-0.007,0.186
375.0,1.045,-0.016,0.179
376.0,1.047,-0.010,0.182
377.0,1.037,-0.007,0.184
378.0,1.043,-0.010,0.174
379.0,1.047,-0.003,0.162
380.0,1.037,-0.006,0.171
381.0,1.035,-0.016,0.168
382.0,1.042,-0.012,0.163
383.0,1.042,-0.007,0.171
384.0,1.037,-0.017,0.177
385.0,1.048,-0.008,0.172
386.0,1.045,-0.017,0.170
387.0,1.038,-0.011,0.175
388.0,1.044,-0.009,0.169
389.0,1.039,-0.019,0.177
390.0,1.038,-0.016,0.179
391.0,1.037,-0.009,0.172
392.0,1.046,-0.018,0.177
393.0,1.034,-0.005,0.182
394.0,1.036,-0.008,0.184
395.0,1.053,-0.006,0.176
396.0,1.045,-0.014,0.182
397.0,1.030,-0.007,0.189
398.0,1.045,-0.007,0.180
399.0,1.057,-0.004,0.172
400.0,1.041,-0.006,0.179
401.0,1.036,-0.006,0.167
402.0,1.050,-0.007,0.158
403.0,1.035,-0.011,0.167
404.0,1.035,-0.014,0.172
405.0,1.046,-0.010,0.158
406.0,1.046,-0.010,0.158
407.0,1.041,-0.019,0.172
408.0,1.026,-0.008,0.192
409.0,1.040,-0.013,0.174
410.0,1.047,-0.013,0.173
411.0,1.033,-0.009,0.191
412.0,1.034,-0.009,0.188
413.0,1.043,-0.007,0.179
414.0,1.038,-0.001,0.185
415.0,1.030,-0.004,0.187
416.0,1.047,-0.006,0.167
417.0,1.051,-0.015,0.169
418.0,1.029,-0.012,0.180
419.0,1.039,-0.006,0.177
420.0,1.047,-0.008,0.166
421.0,1.036,-0.016,0.173
422.0,1.033,-0.012,0.171
423.0,1.041,-0.017,0.173
424.0,1.036,-0.005,0.178
425.0,1.046,-0.016,0.176
426.0,1.048,-0.012,0.164
427.0,1.036,-0.009,0.169
428.0,1.034,-0.009,0.175
429.0,1.042,-0.011,0.174
430.0,1.044,-0.006,0.172
431.0,1.031,-0.005,0.177
432.0,1.043,-0.007,0.167
433.0,1.052,-0.010,0.167
434.0,1.033,-0.005,0.171
435.0,1.030,-0.013,0.174
436.0,1.049,-0.007,0.157
437.0,1.041,-0.013,0.157
438.0,1.020,-0.012,0.174
439.0,1.041,-0.016,0.172
440.0,1.052,-0.014,0.163
441.0,1.035,-0.013,0.179
442.0,1.035,-0.011,0.180
443.0,1.053,-0.015,0.173
444.0,1.043,-0.009,0.182
445.0,1.035,-0.005,0.190
446.0,1.045,-0.014,0.175
447.0,1.044,-0.017,0.180
448.0,1.023,-0.014,0.181
449.0,1.032,-0.017,0.163
450.0,1.044,-0.014,0.159
451.0,1.029,-0.015,0.167
452.0,1.023,-0.014,0.184
453.0,1.050,-0.014,0.174
454.0,1.045,-0.005,0.167
455.0,1.030,-0.017,0.188
456.0,1.040,-0.004,0.191
457.0,1.044,-0.019,0.179
458.0,1.040,-0.012,0.182
459.0,1.042,-0.014,0.182
460.0,1.048,-0.018,0.171
461.0,1.038,-0.010,0.173
462.0,1.034,-0.008,0.168
463.0,1.040,-0.016,0.159
464.0,1.034,-0.006,0.166
465.0,1.030,-0.012,0.172
466.0,1.044,-0.012,0.164
467.0,1.053,-0.016,0.164
468.0,1.033,-0.019,0.180
469.0,1.035,-0.014,0.177
470.0,1.054,-0.013,0.164
471.0,1.040,-0.014,0.163
472.0,1.025,-0.009,0.188
473.0,1.050,-0.011,0.175
474.0,1.051,-0.008,0.176
475.0,1.040,-0.005,0.194
476.0,1.042,-0.010,0.177
477.0,1.048,-0.017,0.175
478.0,1.041,-0.005,0.173
479.0,1.041,-0.010,0.170
480.0,1.041,-0.014,0.159
481.0,1.043,-0.006,0.156
482.0,1.042,-0.009,0.161
483.0,1.041,-0.015,0.173
484.0,1.042,-0.008,0.163
485.0,1.036,-0.016,0.169
486.0,1.033,-0.008,0.174
487.0,1.038,-0.011,0.178
488.0,1.031,-0.012,0.169
489.0,1.039,-0.012,0.178
490.0,1.050,-0.007,0.170
491.0,1.040,-0.016,0.175
