timestamp,signal_x,signal_y,signal_z
0.0,1.048,-0.016,0.185
1.0,1.041,-0.016,0.175
2.0,1.038,-0.015,0.164
3.0,1.036,-0.011,0.158
4.0,1.040,-0.009,0.167
5.0,1.036,-0.015,0.174
6.0,1.031,-0.007,0.168
7.0,1.037,-0.008,0.177
8.0,1.049,-0.013,0.180
9.0,1.058,-0.012,0.190
10.0,1.049,-0.010,0.187
11.0,1.040,-0.005,0.187
12.0,1.049,-0.002,0.179
13.0,1.046,-0.006,0.169
14.0,1.033,-0.007,0.176
15.0,1.034,-0.012,0.172
16.0,1.037,-0.008,0.159
17.0,1.043,-0.007,0.158
18.0,1.040,-0.010,0.178
19.0,1.044,-0.010,0.187
20.0,1.055,-0.009,0.181
21.0,1.046,-0.008,0.173
22.0,1.036,-0.011,0.183
23.0,1.040,-0.008,0.184
24.0,1.047,-0.010,0.171
25.0,1.041,-0.012,0.172
26.0,1.029,-0.010,0.168
27.0,1.033,-0.012,0.168
28.0,1.041,-0.008,0.161
29.0,1.036,-0.006,0.179
30.0,1.031,-0.008,0.180
31.0,1.047,-0.010,0.181
32.0,1.047,-0.008,0.175
33.0,1.037,-0.013,0.179
34.0,1.035,-0.016,0.175
35.0,1.044,-0.008,0.176
36.0,1.041,-0.004,0.172
37.0,1.036,-0.008,0.177
38.0,1.027,-0.012,0.176
39.0,1.037,-0.009,0.172
40.0,1.046,-0.009,0.176
41.0,1.043,-0.009,0.183
42.0,1.037,-0.008,0.182
43.0,1.046,-0.011,0.162
44.0,1.041,-0.018,0.164
45.0,1.036,-0.016,0.167
46.0,1.028,-0.015,0.174
47.0,1.031,-0.010,0.156
48.0,1.045,-0.009,0.161
49.0,1.043,-0.010,0.177
50.0,1.039,-0.010,0.181
51.0,1.045,-0.012,0.184
52.0,1.042,-0.005,0.181
53.0,1.047,-0.011,0.184
54.0,1.055,-0.013,0.179
55.0,1.043,-0.013,0.172
56.0,1.037,-0.009,0.177
57.0,1.037,-0.009,0.165
58.0,1.036,-0.011,0.169
59.0,1.034,-0.014,0.173
60.0,1.050,-0.009,0.175
61.0,1.051,-0.014,0.164
62.0,1.044,-0.010,0.183
63.0,1.038,-0.008,0.183
64.0,1.045,-0.016,0.183
65.0,1.043,-0.007,0.175
66.0,1.038,-0.007,0.170
67.0,1.033,-0.011,0.178
68.0,1.035,-0.004,0.174
69.0,1.040,-0.002,0.168
70.0,1.038,-0.006,0.177
71.0,1.042,-0.005,0.185
72.0,1.044,-0.008,0.184
73.0,1.043,-0.011,0.182
74.0,1.044,-0.011,0.182
75.0,1.041,-0.017,0.168
76.0,1.046,-0.011,0.159
77.0,1.043,-0.010,0.153
78.0,1.029,-0.013,0.158
79.0,1.024,-0.011,0.164
80.0,1.041,-0.008,0.167
81.0,1.047,-0.010,0.175
82.0,1.036,-0.012,0.192
83.0,1.043,-0.007,0.185
84.0,1.049,-0.005,0.179
85.0,1.042,-0.007,0.178
86.0,1.040,-0.008,0.179
87.0,1.046,-0.008,0.152
88.0,1.043,-0.001,0.154
89.0,1.028,-0.006,0.178
90.0,1.030,-0.009,0.178
91.0,1.044,-0.010,0.178
92.0,1.045,-0.014,0.172
93.0,1.040,-0.008,0.187
94.0,1.043,-0.010,0.185
95.0,1.040,-0.008,0.176
96.0,1.037,-0.009,0.167
97.0,1.040,-0.013,0.173
98.0,1.039,-0.018,0.162
99.0,1.035,-0.013,0.169
100.0,1.036,-0.011,0.175
101.0,1.042,-0.013,0.175
102.0,1.054,-0.014,0.178
103.0,1.046,-0.012,0.178
104.0,1.033,-0.006,0.176
105.0,1.042,-0.006,0.166
106.0,1.047,-0.010,0.164
107.0,1.037,-0.011,0.167
108.0,1.034,-0.008,0.174
109.0,1.046,-0.012,0.159
110.0,1.045,-0.010,0.161
111.0,1.035,-0.009,0.186
112.0,1.038,-0.013,0.185
113.0,1.051,-0.007,0.184
114.0,1.049,-0.009,0.182
115.0,1.040,-0.015,0.184
116.0,1.040,-0.012,0.189
117.0,1.043,-0.012,0.171
118.0,1.036,-0.011,0.165
119.0,1.031,-0.009,0.166
120.0,1.028,-0.009,0.160
121.0,1.037,-0.011,0.170
122.0,1.039,-0.010,0.175
123.0,1.037,-0.010,0.172
124.0,1.044,-0.011,0.177
125.0,1.050,-0.012,0.176
126.0,1.045,-0.010,0.184
127.0,1.042,-0.011,0.176
128.0,1.041,-0.009,0.175
129.0,1.031,-0.009,0.161
130.0,1.033,-0.009,0.166
131.0,1.039,-0.010,0.174
132.0,1.043,-0.010,0.179
133.0,1.042,-0.008,0.186
134.0,1.045,-0.009,0.174
135.0,1.043,-0.010,0.183
136.0,1.033,-0.009,0.186
137.0,1.039,-0.011,0.175
138.0,1.039,-0.010,0.166
139.0,1.037,-0.012,0.166
140.0,1.032,-0.011,0.167
141.0,1.028,-0.005,0.171
142.0,1.032,-0.011,0.170
143.0,1.040,-0.009,0.171
144.0,1.049,-0.006,0.177
145.0,1.047,-0.007,0.182
146.0,1.047,-0.006,0.187
147.0,1.052,-0.007,0.173
148.0,1.047,-0.016,0.171
149.0,1.038,-0.015,0.166
150.0,1.034,-0.015,0.183
151.0,1.031,-0.015,0.172
152.0,1.031,-0.006,0.179
153.0,1.035,-0.007,0.175
154.0,1.037,-0.015,0.179
155.0,1.046,-0.010,0.177
156.0,1.035,-0.006,0.181
157.0,1.035,-0.011,0.175
158.0,1.044,-0.011,0.167
159.0,1.036,-0.008,0.163
160.0,1.036,-0.010,0.160
161.0,1.032,-0.010,0.170
162.0,1.027,-0.016,0.164
163.0,1.035,-0.010,0.166
164.0,1.050,-0.002,0.165
165.0,1.048,-0.012,0.166
166.0,1.039,-0.011,0.177
167.0,1.037,-0.013,0.176
168.0,1.035,-0.011,0.169
169.0,1.036,-0.008,0.177
170.0,1.040,-0.012,0.172
171.0,1.041,-0.013,0.163
172.0,1.039,-0.010,0.174
173.0,1.033,-0.007,0.173
174.0,1.042,-0.009,0.181
175.0,1.050,-0.003,0.176
176.0,1.046,-0.009,0.176
177.0,1.045,-0.009,0.176
178.0,1.049,-0.005,0.166
179.0,1.037,-0.016,0.162
180.0,1.032,-0.016,0.172
181.0,1.037,-0.010,0.177
182.0,1.038,-0.018,0.172
183.0,1.039,-0.015,0.175
184.0,1.040,-0.010,0.177
185.0,1.046,-0.010,0.190
186.0,1.052,-0.010,0.181
187.0,1.047,-0.014,0.181
188.0,1.035,-0.011,0.183
189.0,1.042,-0.006,0.183
190.0,1.047,-0.007,0.170
191.0,1.041,-0.010,0.167
192.0,1.027,-0.014,0.173
193.0,1.035,-0.015,0.166
194.0,1.047,-0.009,0.175
195.0,1.049,-0.009,0.179
196.0,1.034,-0.016,0.176
197.0,1.044,-0.009,0.179
198.0,1.052,-0.008,0.171
199.0,1.044,-0.012,0.175
200.0,1.037,-0.014,0.179
201.0,1.040,-0.013,0.188
202.0,1.038,-0.012,0.168
203.0,1.041,-0.007,0.160
204.0,1.037,-0.011,0.162
205.0,1.037,-0.009,0.173
206.0,1.047,-0.007,0.181
207.0,1.037,-0.007,0.178
208.0,1.034,-0.004,0.182
209.0,1.045,-0.009,0.171
210.0,1.055,-0.012,0.166
211.0,1.045,-0.018,0.178
212.0,1.029,-0.015,0.184
213.0,1.038,-0.018,0.176
214.0,1.045,-0.016,0.166
215.0,1.038,-0.007,0.160
216.0,1.041,-0.014,0.172
217.0,1.047,-0.018,0.182
218.0,1.042,-0.010,0.190
219.0,1.039,-0.010,0.181
220.0,1.040,-0.009,0.172
221.0,1.039,-0.014,0.178
222.0,1.036,-0.011,0.175
223.0,1.043,-0.005,0.177
224.0,1.032,-0.007,0.163
225.0,1.025,-0.012,0.165
226.0,1.040,-0.004,0.173
227.0,1.045,-0.008,0.166
228.0,1.043,-0.007,0.178
229.0,1.033,-0.008,0.178
230.0,1.043,-0.012,0.171
231.0,1.050,-0.010,0.169
232.0,1.040,-0.011,0.177
233.0,1.039,-0.014,0.174
234.0,1.050,-0.010,0.175
235.0,1.046,-0.010,0.172
236.0,1.032,-0.014,0.183
237.0,1.033,-0.010,0.172
238.0,1.050,-0.004,0.166
239.0,1.048,-0.007,0.172
240.0,1.042,-0.011,0.178
241.0,1.047,-0.006,0.171
242.0,1.047,-0.006,0.160
243.0,1.037,-0.009,0.163
244.0,1.016,-0.011,0.179
245.0,1.032,-0.014,0.167
246.0,1.051,-0.005,0.163
247.0,1.036,-0.004,0.178
248.0,1.038,-0.011,0.185
249.0,1.055,-0.011,0.177
250.0,1.054,-0.013,0.182
251.0,1.037,-0.010,0.179
252.0,1.036,-0.015,0.176
253.0,1.049,-0.014,0.172
254.0,1.049,-0.015,0.167
255.0,1.024,-0.018,0.173
256.0,1.021,-0.016,0.176
257.0,1.045,-0.008,0.169
258.0,1.047,-0.009,0.173
259.0,1.038,-0.018,0.185
260.0,1.040,-0.014,0.187
261.0,1.049,-0.013,0.181
262.0,1.046,-0.013,0.177
263.0,1.034,-0.011,0.173
264.0,1.036,-0.018,0.170
265.0,1.041,-0.014,0.165
266.0,1.031,-0.008,0.174
267.0,1.036,-0.012,0.175
268.0,1.047,-0.010,0.176
269.0,1.049,-0.014,0.178
270.0,1.038,-0.010,0.192
271.0,1.044,-0.011,0.178
272.0,1.053,-0.016,0.170
273.0,1.043,-0.012,0.166
274.0,1.034,-0.006,0.170
275.0,1.031,-0.011,0.170
276.0,1.032,-0.008,0.169
277.0,1.034,-0.009,0.164
278.0,1.040,-0.012,0.170
279.0,1.049,-0.004,0.172
280.0,1.040,-0.010,0.187
281.0,1.040,-0.012,0.194
282.0,1.054,-0.011,0.165
283.0,1.049,-0.013,0.169
284.0,1.032,-0.018,0.166
285.0,1.031,-0.014,0.165
286.0,1.035,-0.021,0.164
287.0,1.038,-0.019,0.163
288.0,1.040,-0.014,0.169
289.0,1.038,-0.005,0.176
290.0,1.044,-0.004,0.177
291.0,1.049,-0.009,0.182
292.0,1.043,-0.013,0.179
293.0,1.040,-0.011,0.176
294.0,1.041,-0.010,0.175
295.0,1.031,-0.019,0.170
296.0,1.033,-0.009,0.155
297.0,1.037,-0.011,0.158
298.0,1.037,-0.009,0.172
299.0,1.044,-0.011,0.174
300.0,1.036,-0.014,0.181
301.0,1.038,-0.010,0.188
302.0,1.047,-0.008,0.178
303.0,1.036,-0.012,0.180
304.0,1.034,-0.011,0.183
305.0,1.038,-0.013,0.180
306.0,1.042,-0.011,0.170
307.0,1.042,-0.010,0.174
308.0,1.038,-0.008,0.166
309.0,1.033,-0.010,0.167
310.0,1.035,-0.005,0.170
311.0,1.039,-0.006,0.171
312.0,1.048,-0.008,0.173
313.0,1.044,-0.010,0.174
314.0,1.035,-0.014,0.172
315.0,1.040,-0.012,0.167
316.0,1.046,-0.013,0.158
317.0,1.031,-0.017,0.166
318.0,1.024,-0.010,0.172
319.0,1.034,-0.004,0.169
320.0,1.046,-0.010,0.177
321.0,1.033,-0.014,0.183
322.0,1.040,-0.012,0.195
323.0,1.056,-0.011,0.185
324.0,1.052,-0.005,0.176
325.0,1.031,-0.011,0.184
326.0,1.033,-0.011,0.170
327.0,1.048,-0.007,0.162
328.0,1.041,-0.012,0.168
329.0,1.021,-0.011,0.173
330.0,1.034,-0.009,0.166
331.0,1.044,-0.011,0.163
332.0,1.040,-0.009,0.179
333.0,1.042,-0.007,0.176
334.0,1.045,-0.012,0.165
335.0,1.047,-0.015,0.170
336.0,1.035,-0.011,0.169
337.0,1.028,-0.005,0.162
338.0,1.048,-0.006,0.162
339.0,1.046,-0.007,0.162
340.0,1.030,-0.011,0.170
341.0,1.047,-0.013,0.179
342.0,1.055,-0.008,0.170
343.0,1.048,-0.010,0.180
344.0,1.036,-0.010,0.180
345.0,1.046,-0.010,0.168
346.0,1.045,-0.009,0.168
347.0,1.037,-0.011,0.175
348.0,1.029,-0.016,0.175
349.0,1.040,-0.015,0.169
350.0,1.051,-0.008,0.162
351.0,1.044,-0.012,0.176
352.0,1.040,-0.011,0.175
353.0,1.047,-0.011,0.174
354.0,1.052,-0.012,0.174
355.0,1.047,-0.010,0.177
356.0,1.040,-0.012,0.172
357.0,1.041,-0.015,0.164
358.0,1.042,-0.015,0.154
359.0,1.032,-0.015,0.166
360.0,1.026,-0.016,0.168
361.0,1.042,-0.014,0.171
362.0,1.051,-0.011,0.178
363.0,1.049,-0.008,0.175
364.0,1.043,-0.010,0.179
365.0,1.046,-0.009,0.182
366.0,1.042,-0.009,0.186
367.0,1.044,-0.013,0.167
368.0,1.034,-0.015,0.168
369.0,1.037,-0.013,0.163
370.0,1.039,-0.005,0.160
371.0,1.036,-0.006,0.166
372.0,1.043,-0.008,0.168
373.0,1.047,-0.014,0.175
374.0,1.045,-0.016,0.183
375.0,1.047,-0.010,0.179
376.0,1.044,-0.007,0.178
377.0,1.038,-0.012,0.169
378.0,1.041,-0.010,0.162
379.0,1.034,-0.011,0.159
380.0,1.031,-0.008,0.164
381.0,1.035,-0.006,0.171
382.0,1.037,-0.016,0.177
383.0,1.041,-0.012,0.185
384.0,1.050,-0.007,0.186
385.0,1.050,-0.010,0.171
386.0,1.047,-0.007,0.172
387.0,1.044,-0.014,0.164
388.0,1.039,-0.016,0.165
389.0,1.038,-0.012,0.168
390.0,1.040,-0.006,0.163
391.0,1.039,-0.010,0.152
392.0,1.042,-0.011,0.168
393.0,1.038,-0.012,0.170
394.0,1.039,-0.010,0.174
395.0,1.038,-0.005,0.176
396.0,1.043,-0.011,0.172
397.0,1.039,-0.011,0.180
398.0,1.035,-0.009,0.181
399.0,1.038,-0.011,0.181
400.0,1.042,-0.011,0.177
401.0,1.036,-0.013,0.176
402.0,1.032,-0.015,0.180
403.0,1.040,-0.010,0.177
404.0,1.047,-0.007,0.177
405.0,1.047,-0.017,0.170
406.0,1.042,-0.012,0.167
407.0,1.043,-0.017,0.167
408.0,1.041,-0.013,0.169
409.0,1.038,-0.016,0.175
410.0,1.041,-0.017,0.173
411.0,1.031,-0.011,0.160
412.0,1.039,-0.004,0.170
413.0,1.040,-0.011,0.171
414.0,1.038,-0.009,0.177
415.0,1.047,-0.005,0.177
416.0,1.047,-0.004,0.186
417.0,1.047,-0.006,0.183
418.0,1.043,-0.010,0.178
419.0,1.043,-0.008,0.170
420.0,1.038,-0.005,0.169
421.0,1.032,-0.011,0.166
422.0,1.033,-0.016,0.167
423.0,1.039,-0.017,0.171
424.0,1.041,-0.016,0.168
425.0,1.037,-0.013,0.177
426.0,1.041,-0.010,0.183
427.0,1.043,-0.011,0.177
428.0,1.040,-0.005,0.185
429.0,1.042,-0.009,0.177
430.0,1.046,-0.014,0.170
431.0,1.048,-0.006,0.170
432.0,1.038,-0.014,0.172
433.0,1.037,-0.011,0.176
434.0,1.045,-0.005,0.174
435.0,1.039,-0.008,0.177
436.0,1.038,-0.006,0.182
437.0,1.040,-0.010,0.180
438.0,1.042,-0.009,0.175
439.0,1.043,-0.010,0.170
440.0,1.040,-0.017,0.165
441.0,1.037,-0.017,0.164
442.0,1.034,-0.017,0.169
443.0,1.038,-0.017,0.173
