timestamp,signal_x,signal_y,signal_z
0.0,1.035,0.012,0.181
1.0,1.044,0.009,0.183
2.0,1.042,0.008,0.187
3.0,1.033,0.002,0.193
4.0,1.040,-0.002,0.184
5.0,1.047,-0.006,0.180
6.0,1.045,-0.015,0.187
7.0,1.035,-0.016,0.178
8.0,1.039,-0.012,0.175
9.0,1.038,-0.015,0.182
10.0,1.031,-0.015,0.177
11.0,1.041,-0.016,0.177
12.0,1.042,-0.015,0.178
13.0,1.040,-0.011,0.185
14.0,1.046,-0.001,0.189
15.0,1.042,0.005,0.186
16.0,1.038,0.005,0.180
17.0,1.042,0.005,0.187
18.0,1.044,0.006,0.183
19.0,1.040,0.009,0.182
20.0,1.031,0.010,0.186
21.0,1.035,0.002,0.185
22.0,1.044,0.000,0.178
23.0,1.032,-0.005,0.178
24.0,1.023,-0.012,0.187
25.0,1.039,-0.015,0.177
26.0,1.047,-0.020,0.180
27.0,1.038,-0.024,0.191
28.0,1.030,-0.033,0.180
29.0,1.042,-0.032,0.186
30.0,1.047,-0.029,0.174
31.0,1.032,-0.030,0.178
32.0,1.025,-0.028,0.182
33.0,1.036,-0.023,0.186
34.0,1.038,-0.022,0.181
35.0,1.040,-0.020,0.178
36.0,1.035,-0.026,0.186
37.0,1.034,-0.017,0.171
38.0,1.042,-0.012,0.166
39.0,1.047,-0.017,0.184
40.0,1.041,-0.021,0.189
41.0,1.033,-0.022,0.192
42.0,1.040,-0.025,0.186
43.0,1.050,-0.031,0.180
44.0,1.039,-0.037,0.184
45.0,1.033,-0.041,0.189
46.0,1.035,-0.042,0.180
47.0,1.045,-0.050,0.175
48.0,1.046,-0.056,0.172
49.0,1.043,-0.048,0.183
50.0,1.040,-0.051,0.187
51.0,1.042,-0.049,0.184
52.0,1.040,-0.047,0.181
53.0,1.046,-0.046,0.186
54.0,1.052,-0.039,0.188
55.0,1.037,-0.040,0.183
56.0,1.024,-0.035,0.189
57.0,1.040,-0.027,0.185
58.0,1.052,-0.030,0.180
59.0,1.042,-0.028,0.187
60.0,1.026,-0.023,0.184
61.0,1.041,-0.021,0.179
62.0,1.057,-0.022,0.173
63.0,1.042,-0.022,0.180
64.0,1.028,-0.024,0.186
65.0,1.034,-0.026,0.181
66.0,1.037,-0.026,0.186
67.0,1.035,-0.026,0.175
68.0,1.045,-0.022,0.176
69.0,1.039,-0.026,0.178
70.0,1.036,-0.019,0.194
71.0,1.042,-0.019,0.194
72.0,1.047,-0.022,0.185
73.0,1.047,-0.019,0.189
74.0,1.044,-0.016,0.184
75.0,1.044,-0.010,0.191
76.0,1.039,-0.005,0.186
77.0,1.039,-0.009,0.177
78.0,1.043,-0.006,0.179
79.0,1.036,-0.003,0.187
80.0,1.035,0.001,0.182
81.0,1.043,-0.006,0.185
82.0,1.051,-0.010,0.177
83.0,1.039,-0.002,0.182
84.0,1.033,-0.002,0.186
85.0,1.040,-0.006,0.181
86.0,1.042,0.002,0.184
87.0,1.041,0.000,0.191
88.0,1.036,-0.004,0.181
89.0,1.031,-0.002,0.182
90.0,1.031,-0.001,0.172
91.0,1.039,-0.003,0.180
92.0,1.042,-0.010,0.186
93.0,1.036,-0.006,0.183
94.0,1.031,-0.010,0.188
95.0,1.038,-0.012,0.175
96.0,1.051,-0.011,0.177
97.0,1.036,-0.010,0.185
98.0,1.033,-0.007,0.181
99.0,1.039,-0.012,0.175
100.0,1.042,-0.014,0.181
101.0,1.042,-0.016,0.188
102.0,1.042,-0.016,0.180
103.0,1.042,-0.013,0.177
104.0,1.029,-0.015,0.177
105.0,1.030,-0.017,0.189
106.0,1.044,-0.022,0.177
107.0,1.052,-0.019,0.168
108.0,1.036,-0.019,0.179
109.0,1.028,-0.017,0.196
110.0,1.042,-0.019,0.184
111.0,1.052,-0.026,0.172
112.0,1.035,-0.027,0.189
113.0,1.026,-0.022,0.195
114.0,1.037,-0.022,0.184
115.0,1.045,-0.027,0.190
116.0,1.039,-0.025,0.193
117.0,1.036,-0.019,0.193
118.0,1.048,-0.012,0.179
119.0,1.044,-0.009,0.190
120.0,1.033,-0.015,0.178
121.0,1.042,-0.014,0.178
122.0,1.041,-0.016,0.181
123.0,1.034,-0.010,0.185
124.0,1.045,-0.010,0.175
125.0,1.042,-0.016,0.173
126.0,1.031,-0.019,0.181
127.0,1.032,-0.021,0.186
128.0,1.043,-0.026,0.184
129.0,1.049,-0.031,0.178
130.0,1.039,-0.038,0.191
131.0,1.035,-0.035,0.183
132.0,1.037,-0.034,0.177
133.0,1.038,-0.040,0.188
134.0,1.030,-0.032,0.191
135.0,1.034,-0.040,0.183
136.0,1.044,-0.035,0.179
137.0,1.041,-0.032,0.181
138.0,1.037,-0.034,0.184
139.0,1.039,-0.033,0.174
140.0,1.041,-0.026,0.172
141.0,1.043,-0.024,0.179
142.0,1.046,-0.016,0.177
143.0,1.044,-0.015,0.178
144.0,1.037,-0.010,0.176
145.0,1.034,-0.009,0.183
146.0,1.035,-0.005,0.185
147.0,1.039,-0.007,0.194
148.0,1.044,-0.015,0.187
149.0,1.047,-0.021,0.182
150.0,1.041,-0.017,0.184
151.0,1.033,-0.015,0.186
152.0,1.036,-0.017,0.183
153.0,1.046,-0.017,0.177
154.0,1.047,-0.021,0.185
155.0,1.034,-0.026,0.187
156.0,1.041,-0.026,0.177
157.0,1.043,-0.023,0.174
158.0,1.032,-0.025,0.180
159.0,1.037,-0.027,0.181
160.0,1.038,-0.022,0.184
161.0,1.043,-0.019,0.177
162.0,1.043,-0.018,0.186
163.0,1.041,-0.021,0.178
164.0,1.040,-0.015,0.178
165.0,1.034,-0.009,0.182
166.0,1.036,-0.013,0.178
167.0,1.044,-0.014,0.172
168.0,1.052,-0.009,0.177
169.0,1.035,-0.012,0.184
170.0,1.036,-0.017,0.183
171.0,1.042,-0.020,0.187
172.0,1.041,-0.018,0.179
173.0,1.036,-0.019,0.174
174.0,1.037,-0.016,0.174
175.0,1.041,-0.024,0.174
176.0,1.042,-0.021,0.182
177.0,1.031,-0.030,0.189
178.0,1.029,-0.023,0.183
179.0,1.036,-0.025,0.187
180.0,1.039,-0.021,0.186
181.0,1.046,-0.011,0.173
182.0,1.048,-0.012,0.174
183.0,1.040,-0.014,0.180
184.0,1.041,-0.007,0.172
185.0,1.043,0.000,0.178
186.0,1.041,0.006,0.178
187.0,1.039,0.007,0.189
188.0,1.040,0.008,0.185
189.0,1.036,0.008,0.184
190.0,1.039,0.003,0.186
191.0,1.041,0.002,0.190
192.0,1.040,0.005,0.188
193.0,1.042,0.004,0.184
194.0,1.039,-0.002,0.190
195.0,1.036,-0.012,0.192
196.0,1.040,-0.015,0.189
197.0,1.050,-0.017,0.182
198.0,1.043,-0.016,0.184
199.0,1.032,-0.009,0.188
200.0,1.035,-0.016,0.181
201.0,1.047,-0.018,0.171
202.0,1.046,-0.013,0.172
203.0,1.035,-0.011,0.173
204.0,1.044,-0.004,0.178
205.0,1.051,0.005,0.179
206.0,1.041,0.002,0.180
207.0,1.039,0.003,0.174
208.0,1.046,0.007,0.178
209.0,1.046,0.009,0.178
210.0,1.035,0.008,0.191
211.0,1.034,0.005,0.188
212.0,1.041,0.001,0.182
213.0,1.047,-0.006,0.180
214.0,1.037,-0.007,0.178
215.0,1.033,-0.012,0.192
216.0,1.045,-0.012,0.189
217.0,1.045,-0.017,0.188
218.0,1.034,-0.024,0.177
219.0,1.033,-0.023,0.189
220.0,1.044,-0.020,0.176
221.0,1.046,-0.015,0.173
222.0,1.043,-0.017,0.186
223.0,1.037,-0.022,0.179
224.0,1.035,-0.016,0.177
225.0,1.041,-0.004,0.171
226.0,1.039,-0.001,0.184
227.0,1.041,0.003,0.189
228.0,1.049,0.004,0.181
229.0,1.048,0.009,0.182
230.0,1.045,0.013,0.183
231.0,1.043,0.010,0.194
232.0,1.042,0.009,0.180
233.0,1.040,0.008,0.180
234.0,1.034,0.002,0.186
235.0,1.043,-0.013,0.184
236.0,1.049,-0.012,0.177
237.0,1.040,-0.014,0.179
238.0,1.038,-0.019,0.175
239.0,1.044,-0.019,0.176
240.0,1.037,-0.014,0.180
241.0,1.040,-0.016,0.177
242.0,1.044,-0.016,0.184
243.0,1.045,-0.017,0.182
244.0,1.038,-0.005,0.186
245.0,1.039,-0.004,0.183
246.0,1.043,0.001,0.184
247.0,1.042,0.001,0.186
248.0,1.040,0.005,0.191
249.0,1.038,0.016,0.186
250.0,1.040,0.018,0.181
251.0,1.035,0.014,0.176
252.0,1.042,0.008,0.176
253.0,1.037,0.007,0.182
254.0,1.041,0.002,0.193
255.0,1.043,-0.008,0.193
256.0,1.040,-0.019,0.187
257.0,1.046,-0.025,0.180
258.0,1.041,-0.022,0.187
259.0,1.034,-0.023,0.186
260.0,1.036,-0.020,0.187
261.0,1.041,-0.021,0.175
262.0,1.037,-0.020,0.185
263.0,1.039,-0.018,0.183
264.0,1.036,-0.020,0.177
265.0,1.037,-0.012,0.181
266.0,1.035,-0.003,0.178
267.0,1.038,0.004,0.184
268.0,1.040,0.012,0.181
269.0,1.045,0.016,0.187
270.0,1.046,0.019,0.184
271.0,1.042,0.011,0.179
272.0,1.042,0.009,0.183
273.0,1.039,0.010,0.186
274.0,1.038,0.004,0.194
275.0,1.038,-0.003,0.190
276.0,1.041,-0.010,0.180
277.0,1.043,-0.013,0.168
278.0,1.046,-0.016,0.167
279.0,1.041,-0.019,0.185
280.0,1.038,-0.020,0.179
281.0,1.039,-0.024,0.187
282.0,1.044,-0.024,0.184
283.0,1.045,-0.025,0.185
284.0,1.044,-0.028,0.181
285.0,1.045,-0.021,0.182
286.0,1.041,-0.015,0.180
287.0,1.037,-0.010,0.181
288.0,1.039,0.001,0.183
289.0,1.045,0.004,0.182
290.0,1.040,0.004,0.184
291.0,1.036,0.009,0.185
292.0,1.040,0.009,0.178
293.0,1.035,0.011,0.181
294.0,1.035,0.009,0.181
295.0,1.035,0.004,0.177
296.0,1.042,0.000,0.184
297.0,1.039,-0.007,0.180
298.0,1.033,-0.007,0.177
299.0,1.036,-0.016,0.177
300.0,1.036,-0.018,0.171
301.0,1.040,-0.024,0.184
302.0,1.049,-0.025,0.187
303.0,1.044,-0.021,0.179
304.0,1.047,-0.027,0.187
305.0,1.035,-0.021,0.185
306.0,1.025,-0.015,0.177
307.0,1.032,-0.012,0.174
308.0,1.044,-0.008,0.182
309.0,1.040,-0.004,0.185
310.0,1.039,-0.001,0.177
311.0,1.044,0.003,0.178
312.0,1.031,0.002,0.181
313.0,1.033,0.002,0.176
314.0,1.042,0.000,0.177
315.0,1.052,-0.008,0.183
316.0,1.042,-0.008,0.182
317.0,1.034,-0.008,0.191
318.0,1.035,-0.008,0.185
319.0,1.040,-0.013,0.169
320.0,1.045,-0.017,0.190
321.0,1.047,-0.027,0.186
322.0,1.048,-0.031,0.190
323.0,1.051,-0.023,0.195
324.0,1.042,-0.024,0.192
325.0,1.037,-0.022,0.193
326.0,1.032,-0.018,0.189
327.0,1.039,-0.025,0.183
328.0,1.047,-0.017,0.181
329.0,1.047,-0.017,0.193
330.0,1.033,-0.015,0.187
331.0,1.032,-0.013,0.176
332.0,1.033,-0.011,0.180
333.0,1.036,-0.007,0.172
334.0,1.042,-0.006,0.181
335.0,1.047,-0.007,0.179
336.0,1.045,-0.002,0.182
337.0,1.036,-0.005,0.179
338.0,1.033,-0.008,0.187
339.0,1.042,-0.014,0.182
340.0,1.050,-0.015,0.180
