timestamp,signal_x,signal_y,signal_z
0.0,1.038,-0.011,0.183
1.0,1.047,-0.011,0.175
2.0,1.047,-0.010,0.169
3.0,1.041,-0.006,0.170
4.0,1.041,-0.007,0.167
5.0,1.041,-0.009,0.171
6.0,1.040,-0.004,0.171
7.0,1.038,-0.010,0.181
8.0,1.039,-0.015,0.173
9.0,1.050,-0.006,0.170
10.0,1.041,-0.014,0.168
11.0,1.038,-0.014,0.169
12.0,1.044,-0.008,0.176
13.0,1.042,-0.016,0.181
14.0,1.037,-0.008,0.180
15.0,1.044,-0.013,0.182
16.0,1.043,-0.016,0.181
17.0,1.030,-0.007,0.167
18.0,1.043,-0.006,0.173
19.0,1.044,-0.014,0.172
20.0,1.040,-0.014,0.173
21.0,1.037,-0.007,0.175
22.0,1.039,-0.010,0.174
23.0,1.046,-0.010,0.179
24.0,1.038,-0.011,0.173
25.0,1.031,-0.010,0.175
26.0,1.042,-0.011,0.167
27.0,1.040,-0.014,0.177
28.0,1.036,-0.016,0.174
29.0,1.050,-0.014,0.171
30.0,1.043,-0.015,0.170
31.0,1.036,-0.016,0.174
32.0,1.037,-0.008,0.178
33.0,1.034,-0.008,0.172
34.0,1.035,-0.004,0.171
35.0,1.033,-0.010,0.173
36.0,1.040,-0.013,0.176
37.0,1.052,-0.009,0.167
38.0,1.036,-0.003,0.179
39.0,1.029,-0.007,0.185
40.0,1.039,-0.005,0.172
41.0,1.043,-0.008,0.173
42.0,1.036,-0.010,0.176
43.0,1.040,-0.005,0.180
44.0,1.042,-0.014,0.169
45.0,1.040,-0.012,0.176
46.0,1.036,-0.008,0.181
47.0,1.047,-0.016,0.164
48.0,1.043,-0.011,0.163
49.0,1.030,-0.018,0.169
50.0,1.030,-0.020,0.170
51.0,1.041,-0.008,0.160
52.0,1.044,-0.009,0.164
53.0,1.036,-0.013,0.178
54.0,1.044,-0.011,0.173
55.0,1.042,-0.013,0.181
56.0,1.038,-0.011,0.179
57.0,1.043,-0.008,0.192
58.0,1.042,-0.012,0.186
59.0,1.044,-0.004,0.175
60.0,1.039,-0.004,0.183
61.0,1.043,-0.012,0.175
62.0,1.046,-0.008,0.176
63.0,1.036,-0.007,0.173
64.0,1.040,-0.012,0.179
65.0,1.042,-0.011,0.171
66.0,1.044,-0.020,0.175
67.0,1.038,-0.007,0.177
68.0,1.043,-0.005,0.168
69.0,1.047,-0.015,0.167
70.0,1.034,-0.017,0.179
71.0,1.041,-0.009,0.177
72.0,1.048,-0.009,0.169
73.0,1.038,-0.011,0.177
74.0,1.030,-0.009,0.177
75.0,1.044,-0.013,0.165
76.0,1.051,-0.011,0.175
77.0,1.039,-0.009,0.174
78.0,1.039,-0.012,0.181
79.0,1.048,-0.007,0.165
80.0,1.041,-0.010,0.181
81.0,1.032,-0.015,0.178
82.0,1.041,-0.015,0.168
83.0,1.043,-0.013,0.169
84.0,1.033,-0.012,0.174
85.0,1.033,-0.013,0.167
86.0,1.043,-0.010,0.171
87.0,1.042,-0.012,0.171
88.0,1.035,-0.007,0.167
89.0,1.038,-0.019,0.162
90.0,1.046,-0.010,0.164
91.0,1.041,-0.007,0.167
92.0,1.046,-0.012,0.170
93.0,1.042,-0.010,0.170
94.0,1.038,-0.014,0.176
95.0,1.043,-0.012,0.175
96.0,1.051,-0.009,0.161
97.0,1.044,-0.008,0.176
98.0,1.032,-0.006,0.171
99.0,1.043,-0.009,0.175
100.0,1.043,-0.014,0.175
101.0,1.040,-0.011,0.183
102.0,1.044,-0.009,0.177
103.0,1.047,-0.018,0.168
104.0,1.042,-0.017,0.183
105.0,1.037,-0.013,0.172
106.0,1.040,-0.013,0.165
107.0,1.042,-0.006,0.164
108.0,1.036,-0.010,0.170
109.0,1.036,-0.010,0.172
110.0,1.043,-0.007,0.168
111.0,1.042,-0.006,0.165
112.0,1.033,-0.014,0.175
113.0,1.036,-0.008,0.177
114.0,1.047,-0.007,0.165
115.0,1.045,-0.006,0.172
116.0,1.034,-0.011,0.179
117.0,1.037,-0.013,0.179
118.0,1.044,-0.014,0.178
119.0,1.035,-0.008,0.179
120.0,1.034,-0.009,0.172
121.0,1.045,-0.009,0.173
122.0,1.048,-0.005,0.172
123.0,1.037,-0.012,0.175
124.0,1.035,-0.008,0.167
125.0,1.044,-0.014,0.161
126.0,1.040,-0.014,0.178
127.0,1.034,-0.014,0.173
128.0,1.043,-0.012,0.173
129.0,1.046,-0.014,0.173
130.0,1.039,-0.011,0.176
131.0,1.033,-0.013,0.175
132.0,1.043,-0.009,0.177
133.0,1.042,-0.011,0.179
134.0,1.036,-0.013,0.169
135.0,1.041,-0.012,0.177
136.0,1.050,-0.013,0.170
137.0,1.036,-0.018,0.180
138.0,1.038,-0.009,0.177
139.0,1.045,-0.013,0.167
140.0,1.038,-0.015,0.167
141.0,1.038,-0.010,0.175
142.0,1.040,-0.011,0.175
143.0,1.038,-0.010,0.179
144.0,1.042,-0.007,0.171
145.0,1.042,-0.010,0.174
146.0,1.042,-0.015,0.174
147.0,1.042,-0.009,0.171
148.0,1.036,-0.013,0.168
149.0,1.036,-0.012,0.170
150.0,1.036,-0.010,0.174
151.0,1.035,-0.018,0.179
152.0,1.035,-0.005,0.177
153.0,1.043,-0.005,0.178
154.0,1.040,-0.011,0.175
155.0,1.042,-0.008,0.177
156.0,1.039,-0.017,0.178
157.0,1.037,-0.016,0.172
