timestamp,signal_x,signal_y,signal_z
0.0,1.044,-0.014,0.178
1.0,1.044,-0.007,0.181
2.0,1.040,-0.011,0.177
3.0,1.034,-0.010,0.172
4.0,1.041,-0.010,0.173
5.0,1.044,-0.011,0.179
6.0,1.041,-0.010,0.182
7.0,1.040,-0.009,0.194
8.0,1.035,-0.011,0.185
9.0,1.035,-0.011,0.183
10.0,1.039,-0.009,0.193
11.0,1.050,-0.014,0.185
12.0,1.044,-0.012,0.176
13.0,1.038,-0.010,0.182
14.0,1.032,-0.017,0.186
15.0,1.049,-0.008,0.178
16.0,1.043,-0.010,0.181
17.0,1.031,-0.013,0.188
18.0,1.038,-0.012,0.192
19.0,1.043,-0.011,0.186
20.0,1.040,-0.012,0.180
21.0,1.037,-0.014,0.184
22.0,1.044,-0.015,0.184
23.0,1.047,-0.012,0.182
24.0,1.039,-0.014,0.185
25.0,1.038,-0.012,0.180
26.0,1.040,-0.012,0.167
27.0,1.036,-0.014,0.173
28.0,1.031,-0.013,0.184
29.0,1.033,-0.016,0.176
30.0,1.040,-0.017,0.177
31.0,1.041,-0.010,0.186
32.0,1.041,-0.010,0.194
33.0,1.042,-0.009,0.190
34.0,1.040,-0.009,0.187
35.0,1.041,-0.008,0.190
36.0,1.046,-0.010,0.202
37.0,1.042,-0.008,0.186
38.0,1.040,-0.011,0.182
39.0,1.044,-0.011,0.185
40.0,1.041,-0.007,0.180
41.0,1.044,-0.006,0.178
42.0,1.042,-0.004,0.168
43.0,1.043,-0.008,0.177
44.0,1.035,-0.011,0.190
45.0,1.032,-0.012,0.184
46.0,1.037,-0.010,0.187
47.0,1.038,-0.008,0.186
48.0,1.041,-0.005,0.198
49.0,1.046,-0.010,0.189
50.0,1.046,-0.012,0.188
51.0,1.039,-0.012,0.189
52.0,1.041,-0.012,0.194
53.0,1.038,-0.009,0.194
54.0,1.042,-0.009,0.180
55.0,1.043,-0.015,0.179
56.0,1.043,-0.014,0.182
57.0,1.039,-0.009,0.183
58.0,1.044,-0.012,0.175
59.0,1.041,-0.014,0.171
60.0,1.033,-0.013,0.169
61.0,1.038,-0.018,0.179
62.0,1.040,-0.018,0.172
63.0,1.036,-0.013,0.175
64.0,1.038,-0.014,0.190
65.0,1.049,-0.008,0.181
66.0,1.042,-0.008,0.187
67.0,1.038,-0.013,0.193
68.0,1.039,-0.015,0.192
69.0,1.038,-0.009,0.185
70.0,1.039,-0.006,0.180
71.0,1.035,-0.008,0.189
72.0,1.034,-0.013,0.179
73.0,1.041,-0.013,0.178
74.0,1.039,-0.013,0.170
75.0,1.040,-0.012,0.179
76.0,1.034,-0.013,0.184
77.0,1.037,-0.009,0.188
78.0,1.048,-0.009,0.188
79.0,1.046,-0.010,0.188
80.0,1.046,-0.013,0.187
81.0,1.041,-0.015,0.188
82.0,1.047,-0.013,0.179
83.0,1.046,-0.007,0.189
84.0,1.043,-0.011,0.190
85.0,1.042,-0.007,0.187
86.0,1.043,-0.008,0.181
87.0,1.036,-0.003,0.183
88.0,1.036,-0.000,0.185
89.0,1.038,-0.010,0.178
90.0,1.039,-0.011,0.174
91.0,1.040,-0.016,0.184
92.0,1.039,-0.014,0.183
93.0,1.039,-0.011,0.177
94.0,1.041,-0.014,0.186
95.0,1.046,-0.014,0.182
96.0,1.043,-0.010,0.183
97.0,1.038,-0.010,0.178
98.0,1.037,-0.011,0.183
99.0,1.042,-0.018,0.185
100.0,1.035,-0.014,0.187
101.0,1.038,-0.017,0.186
102.0,1.035,-0.018,0.180
103.0,1.036,-0.011,0.166
104.0,1.034,-0.011,0.167
105.0,1.035,-0.011,0.173
106.0,1.040,-0.008,0.175
107.0,1.037,-0.005,0.186
108.0,1.034,-0.007,0.191
109.0,1.039,-0.012,0.191
110.0,1.042,-0.013,0.183
111.0,1.042,-0.010,0.183
112.0,1.038,-0.009,0.187
113.0,1.040,-0.012,0.185
114.0,1.044,-0.017,0.186
115.0,1.034,-0.013,0.190
116.0,1.041,-0.010,0.183
117.0,1.042,-0.010,0.177
118.0,1.041,-0.008,0.184
119.0,1.043,-0.010,0.180
120.0,1.044,-0.009,0.175
121.0,1.040,-0.010,0.179
122.0,1.036,-0.011,0.176
123.0,1.032,-0.005,0.186
124.0,1.041,-0.007,0.182
125.0,1.043,-0.007,0.184
126.0,1.037,-0.008,0.182
127.0,1.041,-0.010,0.181
128.0,1.042,-0.008,0.186
129.0,1.044,-0.007,0.186
130.0,1.041,-0.008,0.183
131.0,1.041,-0.011,0.180
132.0,1.038,-0.009,0.185
133.0,1.036,-0.013,0.183
134.0,1.037,-0.015,0.180
135.0,1.038,-0.008,0.187
136.0,1.042,-0.010,0.175
137.0,1.043,-0.016,0.188
138.0,1.038,-0.013,0.187
139.0,1.042,-0.006,0.190
140.0,1.038,-0.010,0.187
141.0,1.039,-0.010,0.187
142.0,1.038,-0.007,0.189
143.0,1.042,-0.005,0.188
144.0,1.041,-0.011,0.181
145.0,1.036,-0.013,0.187
146.0,1.040,-0.011,0.189
147.0,1.046,-0.009,0.181
148.0,1.042,-0.011,0.177
149.0,1.034,-0.015,0.189
