timestamp,signal_x,signal_y,signal_z
0.0,1.035,-0.011,0.188
1.0,1.044,-0.006,0.193
2.0,1.042,-0.005,0.187
3.0,1.038,-0.012,0.183
4.0,1.034,-0.010,0.177
5.0,1.044,-0.009,0.181
6.0,1.045,-0.011,0.177
7.0,1.039,-0.016,0.181
8.0,1.035,-0.015,0.175
9.0,1.034,-0.013,0.180
10.0,1.034,-0.013,0.185
11.0,1.038,-0.014,0.178
12.0,1.036,-0.010,0.184
13.0,1.039,-0.009,0.186
14.0,1.044,-0.011,0.190
15.0,1.047,-0.008,0.190
16.0,1.052,-0.006,0.188
17.0,1.043,-0.008,0.187
18.0,1.036,-0.012,0.188
19.0,1.040,-0.006,0.188
20.0,1.038,-0.010,0.181
21.0,1.039,-0.012,0.182
22.0,1.042,-0.011,0.177
23.0,1.040,-0.009,0.167
24.0,1.045,-0.013,0.166
25.0,1.038,-0.010,0.174
26.0,1.035,-0.010,0.184
27.0,1.038,-0.009,0.178
28.0,1.037,-0.013,0.185
29.0,1.038,-0.007,0.186
30.0,1.035,-0.016,0.189
31.0,1.040,-0.012,0.187
32.0,1.048,-0.006,0.191
33.0,1.042,-0.006,0.190
34.0,1.039,-0.008,0.186
35.0,1.037,-0.012,0.190
36.0,1.042,-0.012,0.184
37.0,1.042,-0.011,0.189
38.0,1.037,-0.006,0.186
39.0,1.039,-0.006,0.180
40.0,1.036,-0.008,0.174
41.0,1.036,-0.009,0.180
42.0,1.036,-0.012,0.190
43.0,1.041,-0.013,0.194
44.0,1.039,-0.011,0.187
45.0,1.038,-0.008,0.184
46.0,1.037,-0.012,0.196
47.0,1.046,-0.014,0.183
48.0,1.037,-0.013,0.187
49.0,1.031,-0.010,0.184
50.0,1.039,-0.006,0.183
51.0,1.044,-0.012,0.188
52.0,1.043,-0.011,0.179
53.0,1.041,-0.007,0.183
54.0,1.043,-0.006,0.187
55.0,1.050,-0.005,0.182
56.0,1.039,-0.007,0.192
57.0,1.032,-0.010,0.193
58.0,1.041,-0.009,0.188
59.0,1.048,-0.004,0.179
60.0,1.035,-0.015,0.186
61.0,1.043,-0.012,0.188
62.0,1.050,-0.006,0.186
63.0,1.044,-0.007,0.180
64.0,1.038,-0.008,0.183
65.0,1.045,-0.009,0.183
66.0,1.041,-0.008,0.164
67.0,1.033,-0.014,0.182
68.0,1.032,-0.016,0.179
69.0,1.035,-0.013,0.176
70.0,1.036,-0.007,0.184
71.0,1.032,-0.007,0.182
