timestamp,signal_x,signal_y,signal_z
0.0,1.049,-0.018,0.176
1.0,1.043,-0.003,0.169
2.0,1.041,-0.010,0.182
3.0,1.048,0.007,0.170
4.0,1.042,-0.015,0.165
5.0,1.031,-0.005,0.179
6.0,1.035,-0.012,0.176
7.0,1.055,-0.004,0.158
8.0,1.031,-0.017,0.177
9.0,1.026,-0.015,0.183
10.0,1.058,-0.015,0.157
11.0,1.048,-0.013,0.163
12.0,1.021,-0.010,0.182
13.0,1.044,-0.002,0.174
14.0,1.054,-0.017,0.163
15.0,1.027,-0.013,0.187
16.0,1.023,-0.010,0.180
17.0,1.051,-0.010,0.158
18.0,1.049,-0.007,0.166
19.0,1.029,-0.010,0.180
20.0,1.040,-0.016,0.162
21.0,1.048,-0.012,0.156
22.0,1.038,-0.010,0.180
23.0,1.031,-0.010,0.175
24.0,1.044,-0.010,0.165
25.0,1.047,-0.008,0.180
26.0,1.036,-0.011,0.189
27.0,1.052,-0.018,0.182
28.0,1.047,-0.010,0.172
29.0,1.041,0.001,0.174
30.0,1.046,-0.021,0.181
31.0,1.031,-0.008,0.168
32.0,1.033,-0.023,0.178
33.0,1.045,-0.002,0.169
34.0,1.042,-0.024,0.164
35.0,1.023,-0.007,0.176
36.0,1.036,-0.006,0.167
37.0,1.055,-0.008,0.157
38.0,1.035,-0.010,0.168
39.0,1.032,-0.013,0.172
40.0,1.055,-0.020,0.162
41.0,1.048,-0.011,0.170
42.0,1.025,-0.012,0.193
43.0,1.043,-0.006,0.177
44.0,1.056,-0.013,0.166
45.0,1.033,-0.011,0.183
46.0,1.031,-0.010,0.184
47.0,1.055,-0.012,0.158
48.0,1.042,-0.015,0.166
49.0,1.025,-0.009,0.176
50.0,1.045,-0.019,0.166
51.0,1.048,-0.011,0.151
52.0,1.036,-0.006,0.171
53.0,1.031,-0.004,0.167
54.0,1.045,-0.020,0.170
55.0,1.048,-0.005,0.173
56.0,1.038,-0.007,0.177
57.0,1.046,-0.014,0.175
58.0,1.042,-0.006,0.186
59.0,1.038,-0.002,0.188
60.0,1.050,-0.025,0.178
61.0,1.038,-0.005,0.176
62.0,1.041,-0.018,0.175
63.0,1.059,0.004,0.173
