timestamp,signal_x,signal_y,signal_z
0.0,1.032,-0.012,0.184
1.0,1.012,-0.025,0.198
2.0,1.061,-0.021,0.160
3.0,1.039,0.003,0.175
4.0,1.031,-0.026,0.192
5.0,1.060,-0.005,0.164
6.0,1.045,-0.017,0.158
7.0,1.027,-0.006,0.184
8.0,1.036,0.002,0.174
9.0,1.052,-0.025,0.156
10.0,1.028,-0.004,0.183
11.0,1.041,-0.007,0.163
12.0,1.045,-0.032,0.164
13.0,1.005,0.000,0.196
14.0,1.042,-0.024,0.187
15.0,1.091,0.000,0.146
16.0,1.031,-0.021,0.181
17.0,1.007,-0.003,0.205
18.0,1.065,0.001,0.155
19.0,1.089,-0.010,0.146
20.0,1.005,-0.015,0.197
21.0,1.022,-0.003,0.182
22.0,1.078,-0.016,0.148
23.0,1.031,-0.000,0.188
24.0,1.003,-0.023,0.201
25.0,1.079,-0.011,0.149
26.0,1.059,-0.008,0.149
27.0,1.008,-0.010,0.201
28.0,1.030,-0.002,0.176
29.0,1.081,-0.026,0.141
30.0,1.033,-0.005,0.184
31.0,1.012,-0.017,0.192
32.0,1.048,-0.021,0.159
33.0,1.040,0.007,0.176
34.0,1.032,-0.027,0.198
35.0,1.060,-0.012,0.167
36.0,1.040,-0.013,0.169
37.0,1.032,-0.008,0.182
38.0,1.043,-0.002,0.157
39.0,1.059,-0.028,0.144
40.0,1.022,-0.008,0.178
41.0,1.039,-0.009,0.157
42.0,1.050,-0.026,0.146
43.0,1.007,0.009,0.191
44.0,1.042,-0.021,0.183
45.0,1.089,-0.005,0.141
46.0,1.039,-0.024,0.178
47.0,1.001,0.003,0.213
48.0,1.056,-0.001,0.168
49.0,1.086,-0.016,0.132
50.0,1.011,-0.015,0.191
51.0,1.017,-0.004,0.178
52.0,1.071,-0.018,0.146
53.0,1.040,0.009,0.180
54.0,1.014,-0.030,0.208
55.0,1.079,-0.003,0.163
56.0,1.055,-0.016,0.156
57.0,1.013,-0.007,0.193
58.0,1.034,-0.003,0.182
59.0,1.078,-0.023,0.138
60.0,1.031,-0.011,0.178
61.0,1.009,-0.013,0.177
62.0,1.051,-0.024,0.153
63.0,1.042,0.005,0.175
64.0,1.035,-0.014,0.196
65.0,1.056,-0.006,0.173
66.0,1.038,-0.011,0.171
67.0,1.034,-0.005,0.192
68.0,1.044,-0.006,0.164
69.0,1.057,-0.029,0.153
70.0,1.028,-0.011,0.178
71.0,1.039,-0.008,0.155
72.0,1.051,-0.026,0.144
73.0,0.999,0.002,0.193
74.0,1.030,-0.026,0.185
75.0,1.094,0.004,0.146
76.0,1.037,-0.025,0.177
77.0,1.005,-0.010,0.206
78.0,1.061,-0.005,0.171
79.0,1.074,-0.016,0.139
80.0,1.000,-0.013,0.198
81.0,1.024,-0.003,0.173
82.0,1.066,-0.021,0.150
83.0,1.024,0.011,0.185
84.0,1.016,-0.013,0.201
85.0,1.077,-0.013,0.151
