timestamp,signal_x,signal_y,signal_z
0.0,1.035,-0.011,0.167
1.0,1.040,-0.015,0.176
2.0,1.047,-0.014,0.167
3.0,1.038,-0.012,0.163
4.0,1.035,-0.007,0.167
5.0,1.041,-0.012,0.165
6.0,1.045,-0.009,0.173
7.0,1.035,-0.010,0.175
8.0,1.035,-0.009,0.180
9.0,1.035,-0.008,0.178
10.0,1.041,-0.012,0.183
11.0,1.040,-0.011,0.186
12.0,1.038,-0.006,0.176
13.0,1.047,-0.006,0.166
14.0,1.038,-0.009,0.175
15.0,1.036,-0.013,0.175
16.0,1.040,-0.012,0.167
17.0,1.039,-0.012,0.162
18.0,1.036,-0.011,0.167
19.0,1.035,-0.010,0.168
20.0,1.044,-0.008,0.183
21.0,1.049,-0.010,0.180
22.0,1.040,-0.013,0.176
23.0,1.041,-0.010,0.184
24.0,1.047,-0.010,0.174
25.0,1.048,-0.012,0.176
26.0,1.039,-0.014,0.180
27.0,1.040,-0.010,0.181
28.0,1.046,-0.010,0.175
29.0,1.042,-0.010,0.166
30.0,1.035,-0.016,0.168
31.0,1.041,-0.015,0.173
32.0,1.051,-0.010,0.163
33.0,1.041,-0.016,0.169
34.0,1.037,-0.012,0.178
35.0,1.046,-0.008,0.179
36.0,1.048,-0.013,0.183
37.0,1.041,-0.010,0.189
38.0,1.032,-0.007,0.182
39.0,1.041,-0.005,0.173
40.0,1.047,-0.008,0.174
41.0,1.040,-0.010,0.174
42.0,1.034,-0.011,0.165
43.0,1.041,-0.011,0.161
44.0,1.044,-0.015,0.160
45.0,1.039,-0.014,0.163
46.0,1.036,-0.011,0.168
47.0,1.040,-0.007,0.168
48.0,1.043,-0.009,0.179
49.0,1.041,-0.005,0.178
50.0,1.041,-0.012,0.175
51.0,1.043,-0.008,0.174
52.0,1.045,-0.008,0.170
53.0,1.042,-0.010,0.177
54.0,1.043,-0.009,0.182
55.0,1.046,-0.019,0.170
56.0,1.044,-0.014,0.171
57.0,1.041,-0.009,0.168
58.0,1.040,-0.011,0.165
59.0,1.038,-0.015,0.170
60.0,1.032,-0.014,0.165
61.0,1.033,-0.012,0.178
62.0,1.034,-0.012,0.173
63.0,1.047,-0.013,0.179
64.0,1.042,-0.015,0.173
65.0,1.045,-0.013,0.174
66.0,1.048,-0.008,0.177
67.0,1.045,-0.013,0.172
68.0,1.040,-0.012,0.176
69.0,1.039,-0.008,0.178
70.0,1.048,-0.004,0.184
