timestamp,signal_x,signal_y,signal_z
0.0,1.048,-0.015,0.151
1.0,1.031,-0.023,0.155
2.0,1.025,-0.010,0.171
3.0,1.049,-0.008,0.169
4.0,1.062,-0.018,0.170
5.0,1.038,-0.009,0.197
6.0,1.036,-0.010,0.192
7.0,1.042,-0.006,0.184
8.0,1.051,-0.005,0.184
9.0,1.054,-0.021,0.168
10.0,1.038,-0.017,0.167
11.0,1.029,-0.020,0.167
12.0,1.030,-0.004,0.184
13.0,1.040,-0.005,0.171
14.0,1.041,-0.013,0.177
15.0,1.043,-0.005,0.188
16.0,1.054,-0.008,0.180
17.0,1.047,-0.008,0.177
18.0,1.037,-0.011,0.182
19.0,1.050,-0.017,0.162
20.0,1.056,-0.005,0.155
21.0,1.032,-0.013,0.174
22.0,1.017,-0.003,0.183
23.0,1.033,-0.001,0.165
24.0,1.058,-0.014,0.166
25.0,1.034,-0.006,0.195
26.0,1.027,-0.012,0.188
27.0,1.047,-0.003,0.176
28.0,1.048,-0.002,0.167
29.0,1.046,-0.019,0.165
30.0,1.038,-0.015,0.156
31.0,1.031,-0.018,0.155
32.0,1.027,-0.004,0.171
33.0,1.047,-0.005,0.169
34.0,1.060,-0.007,0.159
35.0,1.037,-0.013,0.187
36.0,1.032,-0.007,0.188
37.0,1.047,-0.003,0.174
38.0,1.049,-0.000,0.176
39.0,1.050,-0.017,0.166
40.0,1.037,-0.006,0.160
41.0,1.030,-0.016,0.162
42.0,1.034,0.003,0.171
43.0,1.042,-0.011,0.155
44.0,1.038,-0.018,0.176
45.0,1.036,-0.008,0.187
46.0,1.049,-0.013,0.174
47.0,1.050,-0.006,0.177
48.0,1.037,-0.012,0.185
49.0,1.052,-0.023,0.173
50.0,1.064,-0.012,0.158
51.0,1.028,-0.015,0.178
52.0,1.016,-0.004,0.181
53.0,1.052,-0.008,0.162
54.0,1.065,-0.011,0.160
55.0,1.028,-0.010,0.197
56.0,1.030,-0.008,0.199
57.0,1.063,-0.002,0.168
58.0,1.056,-0.007,0.175
59.0,1.043,-0.021,0.175
60.0,1.046,-0.011,0.156
61.0,1.029,-0.024,0.159
62.0,1.017,-0.002,0.178
63.0,1.038,-0.015,0.171
64.0,1.057,-0.012,0.162
65.0,1.022,-0.021,0.186
66.0,1.032,-0.012,0.187
67.0,1.060,-0.001,0.172
68.0,1.055,-0.012,0.197
69.0,1.040,-0.026,0.199
70.0,1.051,-0.012,0.164
71.0,1.040,-0.021,0.169
72.0,1.017,0.002,0.190
73.0,1.048,-0.014,0.176
74.0,1.052,-0.019,0.155
75.0,1.019,-0.016,0.176
76.0,1.026,-0.005,0.178
77.0,1.047,-0.009,0.171
78.0,1.049,-0.005,0.177
79.0,1.048,-0.019,0.177
80.0,1.059,-0.018,0.165
81.0,1.040,-0.019,0.157
82.0,1.021,-0.001,0.179
83.0,1.042,-0.013,0.164
84.0,1.056,-0.005,0.161
85.0,1.023,-0.006,0.185
86.0,1.024,-0.010,0.180
87.0,1.055,0.001,0.163
88.0,1.047,-0.009,0.177
89.0,1.041,-0.020,0.201
90.0,1.056,-0.008,0.170
91.0,1.054,-0.023,0.167
92.0,1.023,-0.004,0.184
93.0,1.039,-0.020,0.166
94.0,1.049,-0.018,0.155
95.0,1.021,-0.017,0.194
96.0,1.033,-0.013,0.179
97.0,1.055,-0.009,0.147
98.0,1.043,-0.005,0.165
