timestamp,signal_x,signal_y,signal_z
0.0,1.038,-0.012,0.174
1.0,1.040,-0.009,0.178
2.0,1.044,-0.010,0.173
3.0,1.041,-0.012,0.162
4.0,1.037,-0.010,0.171
5.0,1.039,-0.012,0.171
6.0,1.042,-0.015,0.169
7.0,1.044,-0.013,0.178
8.0,1.039,-0.013,0.184
9.0,1.033,-0.008,0.174
10.0,1.042,-0.014,0.173
11.0,1.041,-0.020,0.170
12.0,1.040,-0.012,0.176
13.0,1.046,-0.015,0.168
14.0,1.039,-0.017,0.172
15.0,1.036,-0.012,0.180
16.0,1.048,-0.011,0.174
17.0,1.047,-0.013,0.166
18.0,1.037,-0.011,0.167
19.0,1.041,-0.012,0.174
20.0,1.041,-0.008,0.170
21.0,1.045,-0.014,0.176
22.0,1.038,-0.013,0.177
23.0,1.036,-0.011,0.182
24.0,1.047,-0.011,0.174
25.0,1.043,-0.012,0.174
26.0,1.036,-0.016,0.181
27.0,1.041,-0.016,0.185
28.0,1.048,-0.008,0.184
29.0,1.043,-0.004,0.181
30.0,1.034,-0.003,0.187
31.0,1.043,-0.005,0.187
32.0,1.051,-0.005,0.177
33.0,1.044,-0.014,0.181
34.0,1.033,-0.010,0.188
35.0,1.039,-0.011,0.175
36.0,1.046,-0.007,0.170
37.0,1.031,-0.008,0.173
38.0,1.024,-0.006,0.182
39.0,1.039,-0.011,0.179
40.0,1.051,-0.009,0.168
41.0,1.040,-0.006,0.184
42.0,1.038,-0.010,0.171
43.0,1.045,-0.015,0.158
44.0,1.043,-0.012,0.178
45.0,1.034,-0.012,0.185
46.0,1.042,-0.012,0.174
47.0,1.049,-0.014,0.165
48.0,1.043,-0.015,0.171
49.0,1.033,-0.009,0.181
50.0,1.039,-0.007,0.180
51.0,1.044,-0.008,0.171
52.0,1.042,-0.013,0.180
53.0,1.042,-0.009,0.183
54.0,1.045,-0.009,0.175
55.0,1.043,-0.005,0.171
56.0,1.035,-0.006,0.179
57.0,1.033,-0.006,0.178
58.0,1.046,-0.004,0.168
59.0,1.049,-0.004,0.175
60.0,1.041,-0.007,0.176
61.0,1.037,-0.007,0.176
62.0,1.037,-0.011,0.170
63.0,1.043,-0.012,0.177
64.0,1.038,-0.008,0.175
65.0,1.038,-0.014,0.168
66.0,1.045,-0.012,0.176
67.0,1.034,-0.010,0.166
68.0,1.034,-0.015,0.183
69.0,1.038,-0.012,0.184
70.0,1.052,-0.011,0.174
71.0,1.044,-0.011,0.174
72.0,1.040,-0.010,0.176
73.0,1.040,-0.010,0.183
74.0,1.050,-0.009,0.182
75.0,1.041,-0.010,0.175
76.0,1.035,-0.012,0.169
77.0,1.040,-0.015,0.169
78.0,1.044,-0.015,0.166
79.0,1.039,-0.016,0.171
80.0,1.033,-0.014,0.168
81.0,1.036,-0.019,0.170
82.0,1.042,-0.017,0.168
83.0,1.040,-0.009,0.175
84.0,1.040,-0.008,0.181
85.0,1.046,-0.009,0.174
86.0,1.045,-0.010,0.175
87.0,1.035,-0.005,0.180
88.0,1.043,-0.003,0.177
89.0,1.048,-0.007,0.178
90.0,1.036,-0.010,0.179
91.0,1.041,-0.011,0.170
92.0,1.042,-0.013,0.174
93.0,1.039,-0.015,0.162
94.0,1.035,-0.010,0.170
95.0,1.041,-0.010,0.159
96.0,1.047,-0.012,0.164
97.0,1.041,-0.010,0.174
98.0,1.038,-0.015,0.175
99.0,1.039,-0.013,0.166
100.0,1.044,-0.012,0.167
101.0,1.042,-0.015,0.174
102.0,1.041,-0.011,0.178
