timestamp,signal_x,signal_y,signal_z
0.0,1.017,-0.014,0.187
1.0,1.015,-0.004,0.192
2.0,1.066,-0.011,0.166
3.0,1.075,-0.013,0.148
4.0,1.020,-0.005,0.197
5.0,1.019,0.004,0.208
6.0,1.077,-0.003,0.175
7.0,1.076,-0.013,0.197
8.0,1.045,-0.006,0.246
9.0,1.076,0.002,0.240
10.0,1.085,-0.002,0.202
11.0,1.019,-0.008,0.187
12.0,1.002,-0.017,0.156
13.0,1.041,-0.024,0.095
14.0,1.031,-0.017,0.115
15.0,0.997,-0.012,0.163
16.0,1.032,-0.014,0.173
17.0,1.071,-0.009,0.172
18.0,1.055,-0.007,0.214
19.0,1.050,-0.006,0.217
20.0,1.075,-0.005,0.184
21.0,1.054,-0.014,0.180
22.0,1.019,-0.027,0.159
23.0,1.043,-0.028,0.144
24.0,1.041,-0.016,0.102
25.0,1.003,-0.027,0.128
26.0,0.999,-0.018,0.155
27.0,1.059,-0.008,0.134
28.0,1.048,-0.018,0.142
29.0,1.000,-0.015,0.185
30.0,1.028,-0.016,0.165
31.0,1.069,-0.005,0.142
32.0,1.034,-0.005,0.186
33.0,1.011,-0.016,0.184
34.0,1.058,-0.014,0.152
35.0,1.062,0.000,0.162
36.0,1.012,-0.001,0.196
37.0,1.011,-0.025,0.182
38.0,1.069,-0.013,0.142
39.0,1.073,-0.012,0.152
40.0,1.026,-0.013,0.190
41.0,1.016,-0.009,0.197
42.0,1.061,-0.012,0.162
43.0,1.058,-0.006,0.147
44.0,1.024,-0.012,0.177
45.0,1.026,-0.015,0.180
46.0,1.062,-0.004,0.165
47.0,1.044,-0.011,0.169
48.0,1.025,-0.015,0.183
49.0,1.041,-0.020,0.162
50.0,1.055,-0.014,0.159
51.0,1.035,-0.008,0.178
52.0,1.022,-0.013,0.185
53.0,1.048,-0.013,0.175
54.0,1.057,-0.011,0.165
55.0,1.033,-0.007,0.177
56.0,1.032,-0.011,0.178
57.0,1.050,-0.010,0.175
58.0,1.043,-0.002,0.170
59.0,1.029,-0.007,0.177
60.0,1.042,-0.012,0.167
61.0,1.051,-0.010,0.161
62.0,1.037,-0.019,0.172
63.0,1.023,-0.011,0.167
64.0,1.042,-0.007,0.160
65.0,1.050,-0.009,0.174
66.0,1.034,-0.014,0.185
67.0,1.029,-0.014,0.178
68.0,1.042,-0.011,0.165
69.0,1.046,-0.015,0.166
70.0,1.035,-0.020,0.167
71.0,1.033,-0.014,0.169
72.0,1.040,-0.012,0.171
73.0,1.042,-0.008,0.173
74.0,1.040,-0.012,0.172
75.0,1.042,-0.012,0.180
76.0,1.044,-0.011,0.173
77.0,1.045,-0.011,0.169
78.0,1.035,-0.007,0.166
79.0,1.041,-0.003,0.167
80.0,1.045,-0.001,0.160
81.0,1.039,-0.004,0.177
82.0,1.035,-0.009,0.172
83.0,1.045,-0.005,0.171
84.0,1.042,-0.008,0.162
85.0,1.045,-0.010,0.170
86.0,1.041,-0.016,0.167
87.0,1.042,-0.015,0.173
88.0,1.045,-0.016,0.169
89.0,1.040,-0.013,0.164
90.0,1.045,-0.015,0.168
91.0,1.035,-0.014,0.180
92.0,1.038,-0.012,0.180
93.0,1.039,-0.013,0.175
94.0,1.044,-0.015,0.174
95.0,1.036,-0.011,0.161
96.0,1.040,-0.013,0.165
97.0,1.040,-0.012,0.167
98.0,1.034,-0.008,0.177
99.0,1.033,-0.011,0.177
100.0,1.040,-0.013,0.174
101.0,1.039,-0.008,0.171
102.0,1.040,-0.010,0.181
103.0,1.040,-0.007,0.172
104.0,1.045,-0.009,0.168
105.0,1.040,-0.004,0.172
106.0,1.044,-0.009,0.177
107.0,1.040,-0.008,0.176
108.0,1.037,-0.015,0.170
109.0,1.036,-0.013,0.171
110.0,1.041,-0.009,0.169
111.0,1.041,-0.010,0.171
112.0,1.039,-0.010,0.170
113.0,1.038,-0.006,0.164
114.0,1.042,-0.004,0.171
115.0,1.045,-0.009,0.162
116.0,1.038,-0.012,0.174
117.0,1.047,-0.012,0.162
118.0,1.044,-0.013,0.169
119.0,1.037,-0.008,0.169
120.0,1.042,-0.005,0.167
121.0,1.049,-0.006,0.171
122.0,1.042,-0.010,0.171
123.0,1.037,-0.011,0.174
124.0,1.040,-0.014,0.170
125.0,1.041,-0.005,0.172
126.0,1.035,-0.010,0.169
127.0,1.039,-0.012,0.173
128.0,1.048,-0.013,0.171
129.0,1.043,-0.006,0.171
130.0,1.039,-0.013,0.177
131.0,1.040,-0.014,0.172
132.0,1.044,-0.012,0.172
133.0,1.040,-0.011,0.174
134.0,1.039,-0.014,0.172
135.0,1.044,-0.014,0.167
136.0,1.045,-0.013,0.173
137.0,1.038,-0.013,0.178
138.0,1.035,-0.010,0.181
139.0,1.049,-0.012,0.171
140.0,1.046,-0.014,0.163
141.0,1.036,-0.017,0.169
142.0,1.042,-0.010,0.181
143.0,1.045,-0.003,0.170
144.0,1.038,-0.009,0.174
145.0,1.043,-0.019,0.174
146.0,1.047,-0.014,0.170
147.0,1.050,-0.012,0.178
148.0,1.035,-0.009,0.175
149.0,1.040,-0.012,0.176
150.0,1.052,-0.007,0.169
151.0,1.037,-0.002,0.178
152.0,1.028,-0.004,0.178
153.0,1.040,-0.010,0.179
154.0,1.047,-0.008,0.155
155.0,1.034,-0.015,0.167
156.0,1.032,-0.014,0.183
157.0,1.050,-0.011,0.174
158.0,1.049,-0.009,0.173
159.0,1.025,-0.011,0.180
160.0,1.032,-0.009,0.171
161.0,1.047,-0.007,0.162
162.0,1.035,-0.007,0.167
163.0,1.024,-0.013,0.169
164.0,1.043,-0.016,0.159
165.0,1.050,-0.014,0.167
166.0,1.037,-0.010,0.182
167.0,1.038,-0.010,0.172
168.0,1.046,-0.010,0.158
169.0,1.040,-0.013,0.169
170.0,1.026,-0.014,0.180
171.0,1.038,-0.010,0.169
172.0,1.049,-0.010,0.168
173.0,1.039,-0.010,0.177
174.0,1.036,-0.012,0.174
175.0,1.046,-0.004,0.174
176.0,1.042,-0.005,0.166
177.0,1.037,-0.008,0.180
178.0,1.040,-0.012,0.174
179.0,1.045,-0.018,0.163
180.0,1.045,-0.009,0.175
181.0,1.045,-0.004,0.169
182.0,1.039,-0.012,0.172
183.0,1.032,-0.014,0.179
184.0,1.046,-0.015,0.168
185.0,1.053,-0.011,0.167
186.0,1.039,-0.016,0.180
187.0,1.028,-0.018,0.175
188.0,1.045,-0.006,0.172
189.0,1.051,-0.009,0.157
190.0,1.033,-0.013,0.163
191.0,1.039,-0.005,0.179
192.0,1.059,-0.010,0.168
193.0,1.044,-0.010,0.179
194.0,1.018,-0.006,0.192
195.0,1.040,-0.014,0.161
196.0,1.064,-0.026,0.141
197.0,1.045,-0.009,0.181
198.0,1.020,-0.007,0.200
199.0,1.033,-0.010,0.174
200.0,1.053,-0.014,0.158
201.0,1.058,-0.005,0.156
202.0,1.036,-0.011,0.151
203.0,1.023,-0.006,0.180
204.0,1.032,0.004,0.185
205.0,1.044,-0.019,0.154
206.0,1.039,-0.023,0.156
207.0,1.039,-0.008,0.178
208.0,1.055,-0.007,0.166
209.0,1.030,-0.002,0.178
210.0,1.013,-0.008,0.187
211.0,1.051,-0.013,0.153
212.0,1.074,-0.021,0.136
213.0,1.027,-0.021,0.165
214.0,1.012,-0.015,0.189
215.0,1.057,-0.000,0.161
216.0,1.073,-0.013,0.155
217.0,1.026,-0.011,0.182
218.0,1.021,-0.011,0.193
219.0,1.066,-0.007,0.160
220.0,1.050,-0.026,0.155
221.0,1.002,-0.030,0.179
222.0,1.050,0.008,0.175
223.0,1.087,0.007,0.160
224.0,1.005,-0.021,0.175
225.0,1.000,-0.026,0.205
226.0,1.110,-0.010,0.144
227.0,1.092,-0.005,0.136
228.0,0.963,-0.012,0.212
229.0,0.990,-0.005,0.198
230.0,1.112,0.001,0.125
231.0,1.065,-0.006,0.150
232.0,0.973,-0.019,0.204
233.0,1.031,-0.010,0.148
234.0,1.069,-0.009,0.097
235.0,0.966,-0.021,0.108
236.0,0.938,-0.028,0.100
237.0,1.052,-0.028,0.083
238.0,1.093,-0.003,0.152
239.0,1.033,-0.008,0.248
240.0,1.037,-0.003,0.249
241.0,1.114,0.003,0.207
242.0,1.098,-0.004,0.207
243.0,1.020,-0.013,0.227
244.0,1.039,-0.009,0.197
245.0,1.078,-0.011,0.141
246.0,1.034,-0.024,0.150
247.0,0.991,-0.021,0.152
248.0,1.016,-0.011,0.099
249.0,1.017,-0.002,0.083
250.0,0.992,-0.020,0.133
251.0,1.040,-0.025,0.167
252.0,1.101,-0.006,0.173
253.0,1.066,0.015,0.240
254.0,1.024,0.002,0.250
255.0,1.062,-0.010,0.199
256.0,1.090,-0.009,0.158
257.0,1.039,-0.013,0.156
258.0,0.983,-0.021,0.133
259.0,0.998,-0.017,0.102
260.0,1.027,-0.002,0.105
261.0,1.040,0.014,0.163
262.0,1.046,-0.034,0.208
263.0,1.057,-0.027,0.219
264.0,1.086,0.020,0.208
265.0,1.069,0.005,0.208
266.0,1.021,-0.016,0.232
267.0,1.041,-0.033,0.180
268.0,1.093,-0.011,0.122
269.0,1.033,0.000,0.141
270.0,0.958,-0.007,0.187
271.0,1.011,-0.023,0.149
272.0,1.101,-0.021,0.119
273.0,1.057,-0.006,0.160
274.0,0.979,-0.008,0.186
275.0,1.016,-0.013,0.152
276.0,1.082,-0.011,0.130
277.0,1.057,-0.017,0.164
278.0,1.029,-0.014,0.203
279.0,1.061,-0.004,0.196
280.0,1.073,-0.007,0.188
281.0,1.036,-0.009,0.201
282.0,1.031,-0.014,0.173
283.0,1.037,-0.018,0.121
