timestamp,signal_x,signal_y,signal_z
0.0,1.047,-0.011,0.166
1.0,1.037,-0.016,0.170
2.0,1.042,-0.011,0.174
3.0,1.044,-0.015,0.168
4.0,1.039,-0.014,0.175
5.0,1.032,-0.009,0.173
6.0,1.040,-0.012,0.179
7.0,1.045,-0.007,0.176
8.0,1.042,-0.004,0.176
9.0,1.041,-0.017,0.182
10.0,1.048,-0.011,0.190
11.0,1.050,-0.013,0.185
12.0,1.045,-0.017,0.177
13.0,1.038,-0.020,0.172
14.0,1.033,-0.012,0.165
15.0,1.034,-0.008,0.173
16.0,1.036,-0.008,0.171
17.0,1.042,-0.011,0.167
18.0,1.044,-0.007,0.167
19.0,1.043,-0.007,0.168
20.0,1.036,-0.013,0.167
21.0,1.042,-0.010,0.179
22.0,1.034,-0.006,0.182
23.0,1.038,-0.006,0.174
24.0,1.045,-0.002,0.179
25.0,1.050,-0.004,0.179
26.0,1.049,-0.009,0.176
27.0,1.040,-0.010,0.178
28.0,1.045,-0.012,0.170
29.0,1.044,-0.009,0.162
30.0,1.042,-0.012,0.167
31.0,1.035,-0.023,0.159
32.0,1.036,-0.015,0.167
33.0,1.038,-0.005,0.166
34.0,1.038,-0.012,0.173
35.0,1.038,-0.009,0.174
36.0,1.042,-0.007,0.177
37.0,1.045,-0.008,0.182
38.0,1.050,-0.012,0.185
39.0,1.044,-0.008,0.183
40.0,1.047,-0.008,0.183
41.0,1.048,-0.009,0.182
42.0,1.046,-0.014,0.177
43.0,1.038,-0.014,0.186
44.0,1.041,-0.007,0.167
45.0,1.045,-0.010,0.163
46.0,1.030,-0.012,0.173
47.0,1.032,-0.015,0.166
48.0,1.039,-0.012,0.167
49.0,1.045,-0.008,0.162
50.0,1.044,-0.010,0.159
51.0,1.038,-0.014,0.177
52.0,1.039,-0.012,0.176
53.0,1.046,-0.014,0.172
54.0,1.045,-0.015,0.177
55.0,1.045,-0.007,0.172
56.0,1.044,-0.013,0.168
57.0,1.042,-0.015,0.178
58.0,1.040,-0.008,0.165
59.0,1.048,-0.007,0.161
