timestamp,signal_x,signal_y,signal_z
0.0,1.040,-0.014,0.187
1.0,1.035,-0.009,0.176
2.0,1.039,-0.012,0.170
3.0,1.047,-0.012,0.169
4.0,1.041,-0.012,0.171
5.0,1.041,-0.014,0.186
6.0,1.042,-0.013,0.177
7.0,1.036,-0.013,0.175
8.0,1.037,-0.013,0.179
9.0,1.042,-0.013,0.185
10.0,1.044,-0.016,0.170
11.0,1.044,-0.019,0.173
12.0,1.039,-0.020,0.187
13.0,1.041,-0.015,0.172
14.0,1.040,-0.018,0.178
15.0,1.040,-0.017,0.180
16.0,1.042,-0.014,0.182
17.0,1.044,-0.011,0.176
18.0,1.041,-0.012,0.175
19.0,1.035,-0.008,0.175
20.0,1.041,-0.012,0.181
21.0,1.045,-0.013,0.177
22.0,1.040,-0.015,0.182
23.0,1.039,-0.016,0.184
24.0,1.040,-0.013,0.174
25.0,1.045,-0.016,0.176
26.0,1.042,-0.014,0.173
27.0,1.038,-0.015,0.181
28.0,1.040,-0.017,0.184
29.0,1.044,-0.021,0.181
30.0,1.039,-0.021,0.176
31.0,1.037,-0.015,0.172
32.0,1.043,-0.011,0.171
33.0,1.039,-0.012,0.168
34.0,1.041,-0.012,0.174
35.0,1.037,-0.013,0.184
36.0,1.042,-0.009,0.181
37.0,1.042,-0.014,0.183
38.0,1.032,-0.008,0.178
39.0,1.041,-0.011,0.179
40.0,1.044,-0.011,0.175
41.0,1.044,-0.016,0.179
42.0,1.041,-0.015,0.172
43.0,1.041,-0.016,0.175
44.0,1.034,-0.020,0.181
45.0,1.038,-0.018,0.181
46.0,1.035,-0.018,0.179
47.0,1.040,-0.020,0.176
48.0,1.039,-0.016,0.180
49.0,1.040,-0.011,0.177
50.0,1.041,-0.010,0.173
51.0,1.041,-0.016,0.178
52.0,1.045,-0.017,0.179
53.0,1.048,-0.015,0.178
54.0,1.043,-0.013,0.184
55.0,1.041,-0.015,0.178
56.0,1.050,-0.011,0.177
57.0,1.043,-0.011,0.173
58.0,1.041,-0.013,0.173
59.0,1.043,-0.011,0.171
60.0,1.044,-0.015,0.176
61.0,1.038,-0.015,0.182
62.0,1.038,-0.018,0.186
63.0,1.038,-0.021,0.180
64.0,1.038,-0.017,0.183
65.0,1.039,-0.012,0.172
66.0,1.042,-0.011,0.178
67.0,1.040,-0.010,0.180
68.0,1.043,-0.015,0.184
69.0,1.041,-0.016,0.176
70.0,1.040,-0.011,0.173
71.0,1.036,-0.013,0.178
72.0,1.039,-0.011,0.179
